<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.02.13	3507.400	3508.460	3504.460	3505.960	973	1782	0
2013.02.14	3507.400	3509.900	3494.900	3494.900	2172	3694	0
2013.02.15	3486.900	3514.260	3473.260	3500.760	3209	5567	0
2013.02.18	3503.780	3506.280	3492.280	3495.280	855	1437	0
2013.02.19	3499.410	3499.410	3484.720	3485.220	2198	3762	0
2013.02.20	3483.420	3496.630	3478.630	3492.130	2847	5209	0
2013.02.21	3502.090	3519.760	3500.260	3511.760	3367	5919	0
2013.02.22	3498.420	3510.920	3496.920	3505.920	2969	4967	0
2013.02.25	3505.610	3519.760	3496.760	3518.760	2915	4717	0
2013.02.26	3528.700	3548.200	3518.200	3532.200	3911	6683	0
2013.02.27	3518.910	3526.170	3511.670	3513.170	2216	4624	0
2013.02.28	3513.570	3514.070	3502.070	3513.570	221	729	0
2013.03.01	3528.620	3535.120	3519.120	3522.620	2435	4345	0
2013.03.04	3530.370	3532.370	3513.870	3514.370	2609	4580	0
2013.03.05	3503.770	3507.270	3498.270	3500.270	2498	4436	0
2013.03.06	3490.520	3499.400	3490.520	3494.900	2060	3310	0
2013.03.07	3340.720	3500.220	3332.220	3482.720	2907	5345	0
2013.03.08	3477.170	3493.940	3459.940	3462.940	3796	6723	0
2013.03.11	3455.910	3479.910	3452.410	3474.410	2356	3991	0
2013.03.12	3482.500	3492.500	3476.500	3488.500	2592	4311	0
2013.03.13	3494.050	3514.550	3486.050	3503.050	3915	7096	0
2013.03.14	3500.240	3512.930	3494.930	3501.930	3085	5322	0
2013.03.15	3498.420	3514.340	3492.340	3512.340	3048	5360	0
2013.03.18	3531.290	3535.370	3522.870	3535.370	2394	4376	0
2013.03.19	3521.610	3527.280	3515.780	3519.780	2883	5075	0
2013.03.20	3517.110	3532.110	3514.610	3530.110	2865	5169	0
2013.03.21	3534.830	3569.100	3533.600	3560.600	3762	7674	0
2013.03.22	3563.210	3578.610	3557.610	3563.610	3372	6485	0
2013.03.25	3558.800	3571.300	3557.800	3560.800	2900	4987	0
2013.03.26	3565.800	3579.180	3556.180	3579.180	3201	6281	0
2013.03.27	3588.020	3592.380	3554.880	3567.880	3304	7007	0
2013.03.28	3554.310	3568.810	3553.810	3564.310	376	985	0
2013.04.01	3580.860	3583.860	3574.860	3574.860	1677	3235	0
2013.04.02	3570.230	3581.610	3570.230	3576.610	1957	3715	0
2013.04.03	3575.530	3585.130	3573.130	3576.630	2336	4094	0
2013.04.04	3581.730	3584.860	3560.860	3567.860	2501	4693	0
2013.04.05	3570.230	3570.230	3519.370	3521.870	3778	7387	0
2013.04.08	3507.610	3523.360	3502.400	3521.860	1938	4026	0
2013.04.09	3521.790	3521.790	3509.250	3511.750	2745	4824	0
2013.04.10	3504.040	3512.540	3495.040	3495.040	2367	4258	0
2013.04.11	3489.070	3494.340	3484.340	3492.340	2227	3913	0
2013.04.12	3497.020	3502.580	3479.080	3484.580	3037	5182	0
2013.04.15	3495.290	3538.290	3489.290	3532.790	4274	7513	0
2013.04.16	3519.970	3532.570	3506.070	3517.570	3698	6126	0
2013.04.17	3518.250	3545.750	3511.250	3532.250	4063	7025	0
2013.04.18	3544.640	3564.440	3544.640	3558.440	3249	5975	0
2013.04.19	3564.140	3564.140	3546.640	3555.640	3025	5207	0
2013.04.22	3542.920	3565.590	3542.920	3565.090	2347	4363	0
2013.04.23	3569.370	3583.370	3558.870	3573.370	3563	6275	0
2013.04.24	3572.930	3575.430	3551.930	3551.930	2537	4529	0
2013.04.25	3542.920	3549.420	3538.420	3547.920	2832	4905	0
2013.04.26	3531.470	3535.970	3525.470	3526.470	2415	4494	0
2013.04.29	3517.340	3533.340	3514.840	3533.340	2616	5291	0
2013.04.30	3537.650	3542.650	3527.150	3528.650	585	1276	0
2013.05.02	3537.470	3549.080	3531.580	3541.080	3283	5694	0
2013.05.03	3543.610	3553.850	3540.850	3547.850	2622	4439	0
2013.05.06	3550.620	3556.620	3546.120	3547.120	1532	2952	0
2013.05.07	3546.260	3551.260	3533.260	3539.260	2035	3927	0
2013.05.08	3535.750	3536.750	3526.750	3536.250	2082	3642	0
2013.05.09	3534.830	3554.330	3524.830	3553.330	3057	5743	0
2013.05.10	3560.320	3573.820	3553.320	3562.320	3136	6017	0
2013.05.13	3554.990	3557.930	3538.430	3539.430	3714	7215	0
2013.05.14	3537.470	3562.470	3531.970	3562.470	3338	5964	0
2013.05.15	3565.520	3580.270	3552.770	3563.270	3763	6568	0
2013.05.16	3570.790	3582.790	3560.790	3564.290	4922	8751	0
2013.05.17	3576.130	3589.630	3570.630	3583.130	3459	6414	0
2013.05.20	3575.240	3590.130	3571.630	3587.130	2555	4830	0
2013.05.21	3590.150	3601.330	3583.830	3591.330	3609	6655	0
2013.05.22	3595.390	3607.890	3577.890	3603.890	5352	9204	0
2013.05.23	3612.120	3616.440	3597.940	3598.440	4463	7904	0
2013.05.24	3599.840	3609.710	3594.710	3603.210	3528	6106	0
2013.05.27	3596.330	3617.830	3596.330	3613.330	682	1484	0
2013.05.28	3612.120	3643.620	3608.120	3643.120	4678	9802	0
2013.05.29	3645.500	3706.000	3641.500	3694.500	7608	14673	0
2013.05.31	3703.280	3741.780	3691.280	3725.280	7725	17900	0
2013.06.03	3724.120	3735.950	3711.450	3713.450	5305	9332	0
2013.06.04	3700.620	3750.010	3690.010	3717.010	6182	12474	0
2013.06.05	3658.080	3740.410	3640.910	3700.410	9138	18602	0
2013.06.06	3710.250	3714.620	3688.120	3705.120	6425	10238	0
2013.06.07	3750.200	3756.700	3711.700	3733.700	6947	10659	0
2013.06.10	3727.520	3757.020	3714.520	3733.520	5076	9045	0
2013.06.11	3760.530	3774.020	3706.520	3717.520	6306	11041	0
2013.06.12	3711.060	3746.940	3702.940	3746.940	4765	8036	0
2013.06.13	3729.310	3742.790	3697.790	3700.290	5396	9729	0
2013.06.14	3693.680	3738.340	3692.860	3735.340	4833	7784	0
2013.06.17	3735.370	3779.980	3734.480	3770.980	4593	8074	0
2013.06.18	3793.600	3804.600	3761.100	3794.600	6983	12276	0
2013.06.19	3796.160	3879.810	3775.310	3862.310	7784	14537	0
2013.06.20	3897.750	3946.450	3862.450	3905.950	11289	20729	0
2013.06.21	3912.490	3946.140	3876.640	3893.640	9697	16365	0
2013.06.24	3934.200	3942.100	3849.100	3870.600	5949	10906	0
2013.06.25	3847.360	3860.860	3833.860	3843.360	4045	8516	0
2013.06.26	3842.190	3846.190	3802.190	3803.690	3995	8496	0
2013.06.27	3784.820	3809.320	3778.320	3808.320	3423	7211	0
2013.06.28	3827.420	3863.600	3823.070	3851.100	894	2033	0
2013.07.01	3843.590	3858.000	3828.000	3850.500	3770	6576	0
2013.07.02	3858.190	3886.190	3857.190	3884.190	3138	6326	0
2013.07.03	3901.020	3913.020	3893.520	3913.020	2533	5290	0
2013.07.04	3909.660	3913.160	3875.160	3879.160	2194	5628	0
2013.07.05	3877.950	3916.450	3866.950	3904.950	3846	8114	0
2013.07.08	3879.620	3901.970	3874.470	3900.970	2592	4876	0
2013.07.10	3890.830	3921.830	3890.830	3898.330	3537	7106	0
2013.07.11	3883.890	3909.100	3877.080	3888.600	3757	6733	0
2013.07.12	3901.020	3910.520	3897.520	3910.520	2314	4817	0
2013.07.15	3909.660	3916.480	3835.900	3835.900	4028	8428	0
2013.07.16	3805.880	3874.880	3801.880	3870.880	4406	9597	0
2013.07.17	3883.890	3894.390	3828.390	3843.390	5054	10656	0
2013.07.18	3840.190	3854.330	3819.330	3827.330	3133	5998	0
2013.07.19	3811.850	3865.810	3810.180	3865.310	3126	5703	0
2013.07.22	3860.750	3864.190	3835.690	3844.690	3328	6300	0
2013.07.23	3842.760	3849.020	3808.520	3813.520	4070	8353	0
2013.07.24	3803.310	3871.810	3801.810	3862.810	4676	9522	0
2013.07.25	3863.340	3879.250	3831.750	3843.750	6063	13201	0
2013.07.26	3851.310	3872.100	3847.600	3871.100	3641	8158	0
2013.07.29	3867.650	3896.150	3867.650	3896.150	2825	6417	0
2013.07.30	3895.960	3910.830	3888.830	3909.330	3266	6684	0
2013.07.31	3919.090	3942.940	3912.440	3922.940	916	2329	0
2013.08.01	3930.680	3976.540	3914.540	3975.040	4395	10023	0
2013.08.02	3980.340	3986.360	3924.860	3939.360	4564	10407	0
2013.08.05	3945.210	3971.710	3940.710	3971.210	2660	4994	0
2013.08.06	3975.230	3975.230	3950.730	3967.230	4309	9814	0
2013.08.07	3973.520	3989.150	3952.150	3989.150	4314	9883	0
2013.08.08	3970.920	3972.200	3922.700	3933.200	6583	14955	0
2013.08.09	3922.910	3927.250	3899.770	3905.270	3435	8754	0
2013.08.12	3916.040	3936.040	3898.040	3934.040	4005	8828	0
2013.08.13	3940.940	3984.550	3940.110	3976.050	3746	7640	0
2013.08.14	3974.330	4001.020	3963.520	3996.520	3240	6255	0
2013.08.15	3985.510	4040.160	3981.660	4024.660	5827	12860	0
2013.08.16	4029.190	4110.260	4029.190	4100.260	5888	13645	0
2013.08.19	4132.840	4160.800	4103.300	4142.300	6802	16259	0
2013.08.20	4128.610	4132.150	4099.150	4104.650	5178	11151	0
2013.08.21	4135.440	4200.940	4124.940	4200.940	6757	13704	0
2013.08.22	4203.090	4214.090	4155.590	4182.090	6686	15144	0
2013.08.23	4125.150	4125.940	4023.840	4026.340	7651	17727	0
2013.08.26	4047.190	4100.190	4030.190	4075.690	5408	12290	0
2013.08.27	4142.220	4147.150	4056.650	4077.650	5664	11583	0
2013.08.28	4093.440	4101.220	3988.220	4022.720	8519	19069	0
2013.08.29	4006.060	4079.560	4004.060	4042.560	5335	11679	0
2013.08.30	4012.910	4057.040	4012.910	4055.540	1071	2539	0
2013.09.02	4051.130	4053.630	4020.630	4049.630	2639	6006	0
2013.09.03	4079.140	4095.640	4020.640	4024.640	6442	14115	0
2013.09.04	4002.830	4028.930	3994.430	4017.930	5378	11037	0
2013.09.05	4035.910	4047.770	3943.270	3955.270	9081	19812	0
2013.09.06	3956.120	3956.120	3887.160	3923.160	8813	17464	0
2013.09.09	3918.900	3929.570	3868.570	3877.570	5233	10789	0
2013.09.10	3866.330	3903.220	3853.720	3887.220	5740	11599	0
2013.09.11	3884.100	3923.600	3864.100	3883.600	7179	13395	0
2013.09.12	3881.670	3891.040	3863.040	3872.540	5989	11671	0
2013.09.13	3879.040	3893.400	3865.900	3880.400	4837	9224	0
2013.09.16	3836.640	3880.170	3821.670	3880.170	6340	13269	0
2013.09.17	3882.440	3885.670	3840.170	3850.170	5930	11485	0
2013.09.18	3836.640	3837.490	3718.490	3720.990	9864	20226	0
2013.09.19	3708.610	3755.180	3705.680	3731.680	8551	17107	0
2013.09.20	3752.680	3772.830	3730.330	3758.330	8387	16081	0
2013.09.23	3756.140	3759.140	3731.640	3735.640	5985	11460	0
2013.09.24	3740.870	3754.870	3717.870	3733.870	6913	13833	0
2013.09.25	3737.490	3787.990	3737.490	3779.490	7509	14763	0
2013.09.26	3784.880	3806.260	3756.260	3796.760	6876	12945	0
2013.09.27	3827.310	3840.560	3815.060	3821.060	7611	14327	0
2013.09.30	3829.050	3839.220	3769.220	3769.220	1445	4022	0
2013.10.01	3766.150	3784.650	3739.650	3760.150	7789	14728	0
2013.10.02	3776.300	3784.020	3737.520	3737.520	7607	14392	0
2013.10.03	3734.050	3761.100	3734.050	3745.100	8597	15168	0
2013.10.04	3736.550	3756.920	3736.550	3754.920	5739	9937	0
2013.10.07	3762.750	3775.730	3746.230	3756.230	5438	9364	0
2013.10.08	3737.460	3757.250	3730.750	3752.250	4958	8526	0
2013.10.09	3748.440	3759.120	3739.620	3750.620	5203	9534	0
2013.10.10	3737.460	3738.350	3686.280	3701.280	7455	14172	0
2013.10.11	3690.060	3705.560	3688.060	3689.060	4963	8771	0
2013.10.14	3690.060	3723.470	3674.470	3702.470	6551	11360	0
2013.10.15	3700.260	3714.760	3694.260	3701.760	5587	9695	0
2013.10.16	3685.020	3698.530	3660.030	3697.530	8174	14880	0
2013.10.17	3673.240	3681.680	3653.180	3657.180	5424	10099	0
2013.10.18	3646.130	3687.630	3639.130	3687.630	5618	10096	0
2013.10.21	3676.550	3690.550	3670.050	3683.550	6580	12101	0
2013.10.22	3697.750	3710.110	3669.610	3683.610	6769	12379	0
2013.10.23	3700.260	3709.760	3692.760	3708.260	4958	9343	0
2013.10.24	3712.050	3738.270	3712.050	3723.770	8488	16238	0
2013.10.25	3711.220	3711.220	3690.510	3697.510	4496	8327	0
2013.10.28	3698.540	3699.540	3685.040	3688.040	4362	7976	0
2013.10.29	3694.360	3695.360	3679.860	3691.860	4398	8122	0
2013.10.30	3690.970	3713.060	3689.060	3704.560	6882	12819	0
2013.10.31	3700.260	3716.100	3696.600	3715.600	1062	2855	0
2013.11.01	3729.990	3760.500	3725.000	3756.500	7396	13760	0
2013.11.04	3745.730	3749.510	3729.510	3743.510	4713	8063	0
2013.11.05	3746.510	3811.010	3743.010	3803.510	9607	19504	0
2013.11.06	3797.020	3816.070	3771.570	3797.570	10036	17609	0
2013.11.07	3806.920	3838.100	3779.600	3830.600	9992	18453	0
2013.11.08	3833.410	3892.680	3816.180	3851.180	12436	22163	0
2013.11.11	3840.030	3885.030	3830.030	3870.030	6406	11232	0
2013.11.12	3887.120	3899.470	3867.470	3882.470	9137	16453	0
2013.11.13	3872.240	3880.600	3856.100	3872.100	6910	12443	0
2013.11.14	3876.430	3879.570	3842.570	3842.570	7859	15001	0
2013.11.18	3823.420	3823.420	3758.920	3761.420	9038	15699	0
2013.11.19	3766.390	3773.390	3732.890	3758.390	11470	18662	0
2013.11.21	3801.990	3838.990	3795.990	3822.990	10762	17929	0
2013.11.22	3831.760	3840.390	3772.390	3774.890	9869	17190	0
2013.11.25	3777.960	3801.200	3774.680	3794.200	7219	12594	0
2013.11.26	3797.860	3814.020	3790.020	3793.020	10236	18138	0
2013.11.27	3808.600	3849.230	3796.230	3847.230	9232	15812	0
2013.11.28	3858.210	3877.340	3835.840	3838.340	5967	11338	0
2013.11.29	3838.390	3841.390	3821.390	3838.390	1386	3185	0
2013.12.02	3862.250	3877.250	3845.750	3869.750	9824	17286	0
2013.12.03	3891.750	3915.930	3870.430	3901.430	9989	17443	0
2013.12.04	3908.120	3935.450	3891.450	3931.950	11754	21108	0
2013.12.05	3934.230	3939.810	3872.810	3874.810	11594	21259	0
2013.12.06	3877.030	3904.530	3829.030	3837.030	12067	24045	0
2013.12.09	3828.770	3830.340	3812.340	3812.840	6311	11141	0
2013.12.10	3807.460	3809.150	3792.650	3797.150	7203	13407	0
2013.12.11	3800.110	3843.110	3794.110	3837.610	9825	18160	0
2013.12.12	3842.690	3859.020	3820.520	3840.520	10665	19792	0
2013.12.13	3837.720	3841.460	3822.460	3823.460	5939	10837	0
2013.12.16	3828.770	3830.920	3794.920	3816.920	8172	14297	0
2013.12.17	3827.920	3827.920	3797.330	3802.830	8351	13982	0
2013.12.18	3806.650	3868.150	3792.650	3819.150	12198	24430	0
2013.12.19	3850.830	3877.390	3844.390	3869.890	9149	16710	0
2013.12.20	3870.470	3909.470	3870.470	3900.970	10857	20246	0
2013.12.23	3892.580	3899.540	3868.540	3871.540	5676	9416	0
2013.12.26	3867.180	3871.680	3843.680	3854.680	4402	8335	0
2013.12.27	3852.470	3859.970	3830.970	3833.470	6242	10689	0
2013.12.30	3813.210	3829.130	3803.630	3827.630	1071	3491	0
2014.01.02	3853.990	3900.410	3848.410	3865.910	9772	17885	0
2014.01.03	3861.220	3864.430	3839.930	3860.930	7865	14304	0
2014.01.06	3853.990	3861.260	3837.760	3852.760	7785	13096	0
2014.01.07	3846.750	3846.750	3815.830	3834.830	9818	19387	0
2014.01.08	3845.950	3872.970	3834.470	3872.970	9704	18473	0
2014.01.09	3874.930	3889.430	3869.430	3871.930	8115	14676	0
2014.01.10	3865.250	3871.930	3813.930	3814.430	10380	19852	0
2014.01.13	3821.020	3821.020	3782.620	3806.120	10990	18134	0
2014.01.14	3818.620	3826.160	3805.160	3809.660	10121	17983	0
2014.01.15	3805.720	3815.130	3786.130	3813.130	8959	14752	0
2014.01.16	3792.020	3832.160	3787.270	3807.660	11143	19337	0
2014.01.17	3809.040	3814.220	3778.720	3781.720	9032	15497	0
2014.01.20	3774.380	3778.650	3757.150	3775.650	4207	7399	0
2014.01.21	3784.760	3818.340	3784.760	3803.340	10404	17535	0
2014.01.22	3812.230	3826.980	3796.980	3817.480	10183	18118	0
2014.01.23	3836.330	3877.530	3823.030	3869.030	12781	24444	0
2014.01.24	3899.880	3920.410	3855.910	3860.410	15607	29548	0
2014.01.27	3870.110	3905.290	3855.790	3898.290	14443	24339	0
2014.01.28	3883.780	3908.760	3872.760	3893.260	11717	20266	0
2014.01.29	3907.900	3941.510	3903.910	3927.010	14524	26832	0
2014.01.30	3929.590	3942.520	3876.600	3876.600	14380	24805	0
2014.01.31	3870.910	3914.130	3867.700	3900.630	1525	3689	0
2014.02.03	3908.150	3933.030	3881.530	3931.530	10571	17571	0
2014.02.04	3929.780	3938.500	3892.000	3892.500	12175	19949	0
2014.02.05	3892.050	3912.050	3871.050	3882.050	12761	22626	0
2014.02.06	3875.210	3893.330	3835.830	3844.330	12759	23684	0
2014.02.07	3847.900	3864.620	3827.120	3844.120	11258	20916	0
2014.02.10	3853.530	3886.980	3847.480	3884.980	9041	15656	0
2014.02.11	3873.590	3892.830	3867.330	3871.830	10376	17314	0
2014.02.12	3871.250	3907.100	3867.600	3904.600	10812	17929	0
2014.02.13	3929.000	3929.000	3863.460	3864.460	11385	19766	0
2014.02.14	3864.800	3864.800	3834.380	3843.880	12874	21868	0
2014.02.17	3848.710	3853.650	3836.650	3846.150	3764	6403	0
2014.02.18	3854.370	3869.670	3850.170	3862.670	10731	18456	0
2014.02.19	3876.070	3882.570	3849.570	3863.070	13286	23332	0
2014.02.20	3853.530	3854.530	3807.030	3816.530	13681	23550	0
2014.02.21	3814.240	3825.810	3777.810	3786.810	11475	20070	0
2014.02.24	3776.440	3782.290	3749.790	3768.290	11206	20124	0
2014.02.25	3760.430	3768.430	3744.430	3760.930	11246	21953	0
2014.02.26	3759.600	3782.600	3748.100	3773.600	13258	24028	0
2014.02.27	3786.140	3786.990	3722.480	3727.480	13684	23777	0
2014.02.28	3726.700	3738.700	3709.700	3735.700	1573	5245	0
2014.03.05	3750.920	3750.920	3710.920	3711.920	4761	9212	0
2014.03.06	3702.390	3716.780	3684.780	3710.780	12241	21081	0
2014.03.07	3715.960	3753.620	3715.120	3743.620	12802	21992	0
2014.03.10	3745.300	3763.410	3722.410	3754.410	13637	23182	0
2014.03.11	3769.960	3790.110	3744.610	3785.610	15148	26140	0
2014.03.12	3786.750	3792.460	3761.460	3762.460	11254	20413	0
2014.03.13	3754.920	3775.670	3738.670	3768.670	13783	24776	0
2014.03.14	3767.610	3791.390	3748.390	3749.390	15556	27897	0
2014.03.17	3745.300	3757.090	3739.590	3748.590	9949	16727	0
2014.03.18	3748.550	3762.550	3727.550	3727.550	13890	25124	0
2014.03.19	3726.270	3752.770	3710.270	3747.770	15493	26229	0
2014.03.20	3748.550	3758.170	3716.170	3726.670	15935	27621	0
2014.03.21	3716.710	3717.510	3691.850	3702.350	12526	20382	0
2014.03.24	3698.420	3714.280	3692.280	3701.280	11237	18446	0
2014.03.25	3715.120	3715.120	3660.920	3677.920	16224	30249	0
2014.03.26	3667.410	3693.590	3651.590	3674.590	14912	25867	0
2014.03.27	3661.860	3674.360	3599.360	3599.860	17982	32245	0
2014.03.28	3589.520	3607.020	3577.520	3591.020	17294	28899	0
2014.03.31	3600.680	3613.480	3591.480	3592.980	1331	4660	0
2014.04.01	3603.020	3608.930	3579.930	3587.430	10986	18493	0
2014.04.02	3589.620	3607.620	3583.120	3596.120	11215	19545	0
2014.04.03	3605.320	3623.770	3603.020	3611.770	12394	21171	0
2014.04.04	3605.320	3605.320	3543.680	3544.180	17704	30257	0
2014.04.07	3556.510	3560.540	3509.540	3516.540	14868	26498	0
2014.04.08	3496.700	3498.500	3474.500	3490.500	17048	31648	0
2014.04.09	3484.070	3505.930	3455.930	3455.930	17118	31456	0
2014.04.10	3458.910	3493.820	3454.820	3485.320	16535	28388	0
2014.04.11	3498.240	3522.400	3485.900	3514.900	16826	31732	0
2014.04.14	3513.990	3515.590	3491.090	3502.590	9838	17245	0
2014.04.15	3503.030	3537.170	3497.170	3526.670	14514	25805	0
2014.04.16	3519.520	3544.450	3514.450	3542.450	12788	23520	0
2014.04.17	3536.830	3561.640	3531.140	3536.140	12364	21806	0
2014.04.22	3531.310	3550.310	3528.310	3538.810	10971	19973	0
2014.04.23	3542.410	3547.060	3509.060	3509.060	14957	26883	0
2014.04.24	3498.240	3508.600	3488.600	3489.100	12122	19905	0
2014.04.25	3512.480	3543.230	3508.730	3540.730	13438	21486	0
2014.04.28	3539.220	3539.220	3501.810	3502.810	13775	23408	0
2014.04.29	3496.700	3513.900	3478.900	3513.900	16801	27184	0
2014.04.30	3520.290	3531.290	3512.790	3517.290	1601	5350	0
2014.05.02	3521.800	3546.300	3504.800	3510.300	14897	23558	0
2014.05.05	3518.640	3548.300	3512.800	3542.800	11228	19005	0
2014.05.06	3538.960	3538.960	3515.640	3521.140	10838	18995	0
2014.05.07	3520.150	3523.500	3492.500	3495.000	11297	18373	0
2014.05.08	3488.050	3494.270	3467.270	3488.270	14008	22909	0
2014.05.09	3497.500	3502.240	3484.740	3488.740	11383	19115	0
2014.05.12	3485.770	3497.310	3479.310	3490.310	8861	13644	0
2014.05.13	3485.770	3487.100	3470.600	3478.600	12246	19352	0
2014.05.14	3488.880	3490.460	3463.310	3465.810	10271	16482	0
2014.05.15	3470.830	3499.830	3468.500	3488.830	14386	24096	0
2014.05.16	3489.690	3489.690	3474.310	3482.310	10965	18089	0
2014.05.19	3481.010	3486.010	3466.010	3468.010	8168	13687	0
2014.05.20	3477.900	3484.990	3470.990	3475.990	11799	20233	0
2014.05.21	3477.090	3480.790	3467.790	3475.290	9604	15700	0
2014.05.22	3470.100	3479.600	3458.100	3471.100	11663	19756	0
2014.05.23	3477.900	3488.990	3473.170	3487.490	8468	13886	0
2014.05.26	3487.310	3491.270	3481.270	3485.770	2502	4778	0
2014.05.27	3495.170	3519.420	3495.170	3510.420	10215	17194	0
2014.05.28	3517.030	3522.260	3501.760	3501.760	11352	19251	0
2014.05.29	3499.080	3500.110	3476.110	3489.110	12036	20483	0
2014.05.30	3485.770	3507.460	3484.460	3502.960	1668	4904	0
2014.06.02	3505.660	3561.250	3505.660	3561.250	15918	26564	0
2014.06.03	3535.210	3561.080	3527.080	3555.580	13565	23957	0
2014.06.04	3562.330	3578.040	3545.040	3563.540	14954	25068	0
2014.06.05	3548.360	3555.770	3527.270	3531.270	15369	25630	0
2014.06.06	3527.430	3527.430	3494.260	3506.760	14853	25211	0
2014.06.09	3492.490	3500.220	3473.720	3484.720	11730	19236	0
2014.06.10	3480.850	3485.670	3465.670	3467.170	10093	16985	0
2014.06.11	3465.370	3487.870	3465.370	3484.870	9370	16439	0
2014.06.13	3485.540	3491.820	3468.320	3473.320	8290	13392	0
2014.06.16	3470.030	3483.370	3467.370	3477.370	8489	13906	0
2014.06.17	3473.840	3516.250	3473.840	3514.250	7686	12681	0
2014.06.18	3514.230	3519.610	3470.930	3471.930	12915	25396	0
2014.06.20	3473.840	3484.640	3465.140	3471.640	9791	18035	0
2014.06.23	3461.520	3461.520	3444.810	3446.310	6770	12634	0
2014.06.24	3444.400	3456.180	3442.850	3454.180	8205	13406	0
2014.06.25	3438.150	3438.150	3417.400	3428.900	11972	22109	0
2014.06.26	3427.300	3437.060	3410.560	3416.060	10455	18724	0
2014.06.27	3404.050	3422.550	3397.550	3406.550	9822	16138	0
2014.06.30	3394.250	3413.250	3391.250	3409.750	8004	14025	0
2014.07.01	3436.970	3441.660	3414.160	3418.660	9513	16763	0
2014.07.02	3413.910	3442.410	3413.910	3437.410	10887	18795	0
2014.07.03	3443.870	3476.870	3426.370	3426.370	11009	19279	0
2014.07.04	3426.240	3431.970	3425.470	3430.470	1307	1939	0
2014.07.07	3431.550	3446.050	3424.050	3446.050	7696	12774	0
2014.07.08	3441.560	3445.440	3422.440	3427.440	6902	12008	0
2014.07.10	3431.550	3443.320	3427.820	3439.320	10074	17042	0
2014.07.11	3433.840	3440.340	3430.340	3435.340	7006	11524	0
2014.07.14	3431.550	3432.320	3417.320	3421.320	7713	13017	0
2014.07.15	3417.690	3432.490	3411.990	3421.490	11905	20515	0
2014.07.16	3427.680	3439.820	3420.820	3431.820	9047	15025	0
2014.07.17	3441.560	3491.340	3436.970	3489.840	15467	27000	0
2014.07.18	3466.150	3466.150	3434.690	3437.190	12675	22046	0
2014.07.21	3432.320	3438.550	3423.550	3430.050	8980	14998	0
2014.07.22	3426.970	3426.970	3405.240	3414.240	10757	18465	0
2014.07.23	3416.970	3424.710	3414.210	3420.210	8093	13675	0
2014.07.24	3413.170	3422.620	3411.620	3420.120	8369	14416	0
2014.07.25	3429.320	3435.340	3426.840	3432.340	8938	15319	0
2014.07.28	3432.320	3437.550	3421.550	3422.050	8341	14628	0
2014.07.29	3424.690	3430.380	3421.380	3422.880	9377	15986	0
2014.07.30	3438.500	3471.000	3434.000	3446.000	17309	32602	0
2014.07.31	3470.070	3494.070	3464.570	3477.570	16716	31107	0
2014.08.01	3492.890	3506.200	3463.700	3476.200	20802	38358	0
2014.08.04	3468.500	3478.280	3456.280	3467.780	11440	21707	0
2014.08.05	3476.160	3509.620	3473.620	3501.620	18297	35309	0
2014.08.06	3515.000	3524.030	3488.530	3491.030	15505	29856	0
2014.08.07	3496.000	3528.230	3489.230	3525.730	18482	35160	0
2014.08.08	3515.000	3538.000	3498.500	3498.500	19296	35384	0
2014.08.11	3486.110	3498.920	3483.420	3493.420	13799	26074	0
2014.08.12	3498.230	3501.710	3484.210	3492.710	13112	24367	0
2014.08.13	3484.480	3505.500	3466.000	3489.000	25124	46553	0
2014.08.14	3487.550	3494.570	3469.070	3473.070	13061	23595	0
2014.08.15	3466.210	3485.710	3457.710	3462.710	17905	31858	0
2014.08.18	3451.730	3463.440	3447.440	3454.940	9964	18192	0
2014.08.19	3458.620	3465.590	3441.090	3441.090	11624	21882	0
2014.08.20	3444.860	3463.440	3442.440	3459.440	12218	22475	0
2014.08.21	3453.280	3468.780	3445.280	3468.780	13485	25045	0
2014.08.22	3468.500	3487.380	3467.760	3477.380	16224	30162	0
2014.08.25	3476.880	3492.690	3474.690	3490.190	9500	17615	0
2014.08.26	3489.070	3490.830	3451.830	3453.830	13897	26093	0
2014.08.27	3443.350	3457.300	3426.300	3432.800	15263	27511	0
2014.08.28	3439.550	3449.050	3416.050	3421.050	16374	30362	0
2014.08.29	3414.980	3420.480	3404.480	3408.480	13328	27125	0
2014.09.01	3405.090	3418.320	3397.320	3414.820	4935	9783	0
2014.09.02	3431.510	3433.770	3408.770	3416.770	14029	26812	0
2014.09.03	3406.570	3406.840	3390.840	3399.340	13113	25103	0
2014.09.04	3414.170	3436.840	3390.840	3412.840	14666	28107	0
2014.09.05	3416.430	3417.870	3395.370	3410.870	15681	27890	0
2014.09.08	3409.630	3446.640	3407.640	3439.640	17598	32897	0
2014.09.09	3460.220	3484.480	3455.480	3471.980	22586	42635	0
2014.09.10	3477.650	3490.890	3471.890	3474.390	20478	39375	0
2014.09.11	3485.960	3492.150	3467.150	3487.650	16331	31438	0
2014.09.12	3493.480	3557.480	3490.480	3551.480	30157	59480	0
2014.09.15	3558.460	3569.020	3540.020	3556.520	16530	30017	0
2014.09.16	3550.950	3553.390	3515.390	3537.890	20802	39495	0
2014.09.17	3538.060	3582.570	3527.570	3574.070	22809	42401	0
