<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.10.20	09:00:00	76665	77282	76497	76912	8672	22324	0
2014.10.20	10:00:00	76922	77187	76317	76467	19761	45175	0
2014.10.20	11:00:00	76467	76642	75842	76432	27952	66923	0
2014.10.20	12:00:00	76427	76762	76237	76322	18725	45321	0
2014.10.20	13:00:00	76327	76627	76122	76467	12019	29278	0
2014.10.20	14:00:00	76472	76482	75807	75822	12152	28776	0
2014.10.20	15:00:00	75822	76067	75712	75967	12825	28040	0
2014.10.20	16:00:00	75962	76257	75582	75717	20739	50777	0
2014.10.20	17:00:00	75712	76222	75472	76202	8328	24470	0
2014.10.20	18:00:00	76172	76172	76172	76172	214	1155	0
2014.10.21	09:00:00	73039	73271	72176	72326	12331	30270	0
2014.10.21	10:00:00	72321	72846	72116	72756	18439	44004	0
2014.10.21	11:00:00	72756	73526	72496	73431	28588	66760	0
2014.10.21	12:00:00	73431	73946	73226	73711	20480	48283	0
2014.10.21	13:00:00	73716	73776	73346	73391	17180	39423	0
2014.10.21	14:00:00	73396	73461	72691	72816	21295	51620	0
2014.10.21	15:00:00	72796	72931	72491	72821	15207	37438	0
2014.10.21	16:00:00	72811	73056	72401	72811	19128	46820	0
2014.10.21	17:00:00	72796	73326	72701	72981	10746	28217	0
2014.10.21	18:00:00	72941	72941	72941	72941	232	1314	0
2014.10.22	09:00:00	72628	72902	72213	72728	10531	26345	0
2014.10.22	10:00:00	72723	73443	72633	73323	17306	40633	0
2014.10.22	11:00:00	73323	73863	72938	73843	20461	46073	0
2014.10.22	12:00:00	73838	73998	73428	73658	17718	40704	0
2014.10.22	13:00:00	73668	73738	73108	73468	13065	30867	0
2014.10.22	14:00:00	73468	73668	73043	73283	16144	37993	0
2014.10.22	15:00:00	73288	73388	72223	72423	19629	48303	0
2014.10.22	16:00:00	72423	73098	72283	73063	18681	49015	0
2014.10.22	17:00:00	73053	73058	72383	72408	8959	24257	0
2014.10.22	18:00:00	72448	72448	72448	72448	233	1679	0
2014.10.23	09:00:00	71873	72122	71617	71942	9952	23832	0
2014.10.23	10:00:00	71947	72102	70847	71127	23303	58125	0
2014.10.23	11:00:00	71122	71672	70967	71577	18812	44035	0
2014.10.23	12:00:00	71577	71867	71257	71282	19000	45467	0
2014.10.23	13:00:00	71287	71407	70687	70877	17772	42710	0
2014.10.23	14:00:00	70867	71087	70287	70632	18856	45237	0
2014.10.23	15:00:00	70632	70947	70502	70902	12259	29015	0
2014.10.23	16:00:00	70902	71107	69607	70087	31833	77951	0
2014.10.23	17:00:00	70092	70542	69177	70057	22104	54015	0
2014.10.23	18:00:00	70022	70022	70022	70022	249	1698	0
2014.10.24	09:00:00	70547	71763	70078	70678	14240	37426	0
2014.10.24	10:00:00	70683	71103	70133	71063	17601	42947	0
2014.10.24	11:00:00	71068	72198	70848	71923	20853	53381	0
2014.10.24	12:00:00	71923	73143	71878	72803	29903	75962	0
2014.10.24	13:00:00	72808	73543	72623	73483	14119	40656	0
2014.10.24	14:00:00	73478	73688	72618	72973	20666	50879	0
2014.10.24	15:00:00	72978	73078	72323	72883	21694	52032	0
2014.10.24	16:00:00	72878	72903	70943	71623	35822	90455	0
2014.10.24	17:00:00	71618	72303	71533	71763	11873	31525	0
2014.10.24	18:00:00	71398	71398	71398	71398	215	2043	0
2014.10.27	09:00:00	66160	67413	65978	66378	15474	43790	0
2014.10.27	10:00:00	66363	68578	66133	68353	29216	82927	0
2014.10.27	11:00:00	68358	68878	67943	68653	29880	72319	0
2014.10.27	12:00:00	68663	69173	68313	68848	19268	48365	0
2014.10.27	13:00:00	68843	69223	68713	69083	15072	38271	0
2014.10.27	14:00:00	69073	69473	68883	69253	14978	38374	0
2014.10.27	15:00:00	69243	70443	69208	70048	25738	70419	0
2014.10.27	16:00:00	70043	70238	69413	69603	19635	53924	0
2014.10.27	17:00:00	69613	69973	69368	69898	8160	24168	0
2014.10.27	18:00:00	70153	70153	70153	70153	233	2224	0
2014.10.28	09:00:00	70535	71210	70530	71075	10255	26576	0
2014.10.28	10:00:00	71085	71890	70900	71275	23398	57749	0
2014.10.28	11:00:00	71265	71675	70835	71225	26446	63055	0
2014.10.28	12:00:00	71235	71775	70925	71775	16980	41920	0
2014.10.28	13:00:00	71775	72140	71540	71755	17318	42216	0
2014.10.28	14:00:00	71755	72030	71580	71715	12750	30945	0
2014.10.28	15:00:00	71715	72055	71480	72040	15876	38401	0
2014.10.28	16:00:00	72040	72645	72005	72250	21258	55409	0
2014.10.28	17:00:00	72255	72515	71755	71880	8596	25171	0
2014.10.28	18:00:00	71950	71950	71950	71950	208	1434	0
2014.10.29	09:00:00	71259	71799	71141	71739	9053	22137	0
2014.10.29	10:00:00	71759	72479	71459	71804	24362	58793	0
2014.10.29	11:00:00	71814	72294	71619	71889	23901	56042	0
2014.10.29	12:00:00	71899	72209	71839	71954	13817	31590	0
2014.10.29	13:00:00	71959	72314	71904	72099	9248	21500	0
2014.10.29	14:00:00	72094	72179	71759	71834	11372	26866	0
2014.10.29	15:00:00	71834	71834	71284	71534	16660	41945	0
2014.10.29	16:00:00	71519	71634	70804	70849	26448	67600	0
2014.10.29	17:00:00	70859	71129	70224	71064	14635	41135	0
2014.10.29	18:00:00	71129	71129	71129	71129	224	1596	0
2014.10.30	09:00:00	71423	71961	71306	71531	11620	29364	0
2014.10.30	10:00:00	71531	72096	71446	71641	20444	48616	0
2014.10.30	11:00:00	71636	72261	71511	71746	28071	66670	0
2014.10.30	12:00:00	71761	72476	71701	72376	22144	51281	0
2014.10.30	13:00:00	72371	72416	71986	72186	13078	29990	0
2014.10.30	14:00:00	72191	72426	72111	72181	11918	25910	0
2014.10.30	15:00:00	72186	72841	72166	72726	20421	47447	0
2014.10.30	16:00:00	72721	72811	72276	72361	17143	41182	0
2014.10.30	17:00:00	72366	72511	72146	72281	8666	22565	0
2014.10.30	18:00:00	72386	72386	72386	72386	267	1687	0
2014.10.31	09:00:00	73614	73634	73329	73484	7667	19865	0
2014.10.31	10:00:00	73494	73499	72834	73249	19897	49901	0
2014.10.31	11:00:00	73254	73729	72724	73554	28633	66176	0
2014.10.31	12:00:00	73554	74074	73499	73979	20036	46875	0
2014.10.31	13:00:00	73979	74119	73789	73894	10240	22774	0
2014.10.31	14:00:00	73899	73959	73414	73729	16513	38166	0
2014.10.31	15:00:00	73739	75069	73734	74794	27056	65524	0
2014.10.31	16:00:00	74789	75844	74619	75804	24444	58236	0
2014.10.31	17:00:00	75814	75974	75369	75834	16775	43647	0
2014.10.31	18:00:00	75829	75829	75829	75829	239	1703	0
2014.11.03	09:00:00	75233	75520	74880	75255	7623	17947	0
2014.11.03	10:00:00	75250	75310	73695	74325	16277	41551	0
2014.11.03	11:00:00	74315	74705	74105	74425	14805	35649	0
2014.11.03	12:00:00	74430	74835	74135	74430	20263	46609	0
2014.11.03	13:00:00	74440	74635	73940	74225	19527	44637	0
2014.11.03	14:00:00	74235	74300	73645	73835	17565	44167	0
2014.11.03	15:00:00	73830	74130	73720	73800	16007	37543	0
2014.11.03	16:00:00	73805	74295	73500	74250	23109	56442	0
2014.11.03	17:00:00	74235	74915	74235	74765	15343	42283	0
2014.11.03	18:00:00	74680	74680	74680	74680	216	1727	0
2014.11.04	09:00:00	74801	75292	74597	75217	12364	29653	0
2014.11.04	10:00:00	75217	75352	74352	74397	17186	43279	0
2014.11.04	11:00:00	74392	74752	73912	74652	20254	48687	0
2014.11.04	12:00:00	74637	75182	74067	74292	27027	63737	0
2014.11.04	13:00:00	74277	74382	73967	74127	18463	41313	0
2014.11.04	14:00:00	74127	74792	74027	74637	16725	39955	0
2014.11.04	15:00:00	74627	74897	74577	74882	16572	38336	0
2014.11.04	16:00:00	74882	75637	74647	75532	22215	53952	0
2014.11.04	17:00:00	75517	75552	74617	74782	13712	34453	0
2014.11.04	18:00:00	74597	74597	74597	74597	275	1870	0
2014.11.05	09:00:00	74685	74751	73942	74367	9172	21247	0
2014.11.05	10:00:00	74377	75057	74182	74472	15522	39088	0
2014.11.05	11:00:00	74477	75037	74297	74807	13530	31891	0
2014.11.05	12:00:00	74807	74947	74147	74207	17804	40857	0
2014.11.05	13:00:00	74207	74582	74137	74582	14820	34703	0
2014.11.05	14:00:00	74587	74667	74192	74582	16746	38713	0
2014.11.05	15:00:00	74587	74637	74262	74352	11727	25659	0
2014.11.05	16:00:00	74352	74822	74147	74217	20198	48206	0
2014.11.05	17:00:00	74217	74407	74112	74202	10024	25529	0
2014.11.05	18:00:00	74222	74222	74222	74222	274	1225	0
2014.11.06	09:00:00	73861	73923	73517	73707	8641	19673	0
2014.11.06	10:00:00	73732	73832	72727	72922	17114	42126	0
2014.11.06	11:00:00	72917	73242	72557	73147	18579	45089	0
2014.11.06	12:00:00	73152	73327	72857	72957	20089	44479	0
2014.11.06	13:00:00	72962	73137	72782	73012	15405	34089	0
2014.11.06	14:00:00	73007	73027	72627	72682	11948	27141	0
2014.11.06	15:00:00	72687	73142	72592	73042	15309	34361	0
2014.11.06	16:00:00	73052	73267	72722	72787	17245	41308	0
2014.11.06	17:00:00	72787	72842	72452	72557	17612	46564	0
2014.11.06	18:00:00	72612	72612	72612	72612	280	1609	0
2014.11.07	09:00:00	73175	73246	72603	72913	13012	32944	0
2014.11.07	10:00:00	72928	73183	72203	72428	18713	47431	0
2014.11.07	11:00:00	72428	72673	72268	72333	14965	35361	0
2014.11.07	12:00:00	72328	73458	72283	73178	33285	76447	0
2014.11.07	13:00:00	73178	73618	73138	73523	18962	42419	0
2014.11.07	14:00:00	73523	73753	73433	73553	14660	33672	0
2014.11.07	15:00:00	73558	73978	73473	73803	15466	36252	0
2014.11.07	16:00:00	73808	74103	73418	73573	19261	47617	0
2014.11.07	17:00:00	73563	73753	73523	73738	7855	19552	0
2014.11.07	18:00:00	73708	73708	73708	73708	249	1416	0
2014.11.10	09:00:00	73999	74464	73860	74289	7189	16797	0
2014.11.10	10:00:00	74289	74564	74084	74314	13277	31740	0
2014.11.10	11:00:00	74319	74359	73869	74064	11725	27977	0
2014.11.10	12:00:00	74059	74314	73804	74024	21326	46199	0
2014.11.10	13:00:00	74019	74029	73659	73734	15963	36565	0
2014.11.10	14:00:00	73734	73739	73494	73574	12265	27994	0
2014.11.10	15:00:00	73574	73574	73189	73324	16306	39300	0
2014.11.10	16:00:00	73319	73369	73044	73089	13465	32552	0
2014.11.10	17:00:00	73089	73119	72649	72689	11181	29128	0
2014.11.10	18:00:00	72684	72684	72684	72684	328	2688	0
2014.11.11	09:00:00	72547	72547	72194	72249	9186	20180	0
2014.11.11	10:00:00	72249	72844	72189	72389	17309	40382	0
2014.11.11	11:00:00	72389	72684	72304	72404	12272	26861	0
2014.11.11	12:00:00	72409	72634	72019	72099	18234	42225	0
2014.11.11	13:00:00	72094	72314	72039	72229	12460	28544	0
2014.11.11	14:00:00	72229	72234	71824	71969	13293	31916	0
2014.11.11	15:00:00	71974	72509	71964	72399	21137	52628	0
2014.11.11	16:00:00	72404	72564	72264	72519	13457	31718	0
2014.11.11	17:00:00	72519	72579	72359	72554	6882	17133	0
2014.11.11	18:00:00	72684	72684	72684	72684	339	1840	0
2014.11.12	09:00:00	72547	72628	72208	72363	7887	19452	0
2014.11.12	10:00:00	72353	72498	72108	72288	11772	27706	0
2014.11.12	11:00:00	72278	72598	72243	72478	12580	27777	0
2014.11.12	12:00:00	72478	73918	72428	73488	30081	70387	0
2014.11.12	13:00:00	73488	73838	73448	73623	14230	33902	0
2014.11.12	14:00:00	73623	73748	73263	73373	17228	40841	0
2014.11.12	15:00:00	73368	73428	73028	73268	16531	40159	0
2014.11.12	16:00:00	73268	73348	72968	73253	15185	37639	0
2014.11.12	17:00:00	73253	73303	73028	73073	8444	20936	0
2014.11.12	18:00:00	72978	72978	72978	72978	285	1716	0
2014.11.13	09:00:00	73321	73610	73150	73425	7508	16596	0
2014.11.13	10:00:00	73425	73660	73100	73235	16756	38535	0
2014.11.13	11:00:00	73235	73730	73230	73500	18688	41717	0
2014.11.13	12:00:00	73500	73560	73095	73190	18918	40717	0
2014.11.13	13:00:00	73195	73245	72945	73025	16622	36946	0
2014.11.13	14:00:00	73025	73070	72355	72375	20900	48683	0
2014.11.13	15:00:00	72380	72870	72005	72530	25741	57091	0
2014.11.13	16:00:00	72530	72610	71770	71815	19176	45417	0
2014.11.13	17:00:00	71810	71835	71510	71735	13779	33009	0
2014.11.13	18:00:00	71660	71660	71660	71660	221	1631	0
2014.11.14	09:00:00	71168	71309	70304	70454	14924	33933	0
2014.11.14	10:00:00	70459	70524	69779	70039	18387	43813	0
2014.11.14	11:00:00	70049	70609	70019	70564	19850	46982	0
2014.11.14	12:00:00	70564	71079	70484	70849	21834	49218	0
2014.11.14	13:00:00	70864	71014	70589	70664	15318	34385	0
2014.11.14	14:00:00	70664	71229	70529	71199	15894	36370	0
2014.11.14	15:00:00	71209	71539	71004	71444	20030	44922	0
2014.11.14	16:00:00	71449	71654	71174	71279	20321	45934	0
2014.11.14	17:00:00	71279	71489	71219	71489	8875	20335	0
2014.11.14	18:00:00	71584	71584	71584	71584	298	1869	0
2014.11.17	09:00:00	71122	71822	71027	71467	12075	26234	0
2014.11.17	10:00:00	71467	71672	71007	71307	16353	36971	0
2014.11.17	11:00:00	71307	72077	71232	72017	22145	47840	0
2014.11.17	12:00:00	72017	72057	71227	71352	21507	45103	0
2014.11.17	13:00:00	71352	71462	70927	71052	18018	38662	0
2014.11.17	14:00:00	71047	71077	70617	70727	14224	31320	0
2014.11.17	15:00:00	70722	70802	70327	70622	17470	39190	0
2014.11.17	16:00:00	70617	70852	70402	70772	17765	40244	0
2014.11.17	17:00:00	70767	70897	70522	70792	10717	24408	0
2014.11.17	18:00:00	70712	70712	70712	70712	223	1484	0
2014.11.18	09:00:00	70836	71174	70814	71079	6826	14821	0
2014.11.18	10:00:00	71084	71329	70754	70754	15352	34261	0
2014.11.18	11:00:00	70764	71204	70484	71154	20721	46500	0
2014.11.18	12:00:00	71159	71254	70574	70679	21524	47869	0
2014.11.18	13:00:00	70694	71069	70624	70984	13263	29516	0
2014.11.18	14:00:00	70984	71464	70884	71294	17379	41747	0
2014.11.18	15:00:00	71289	71894	71279	71874	24204	56206	0
2014.11.18	16:00:00	71869	72014	71559	71839	19162	44911	0
2014.11.18	17:00:00	71839	72229	71744	72084	11356	27233	0
2014.11.18	18:00:00	72069	72069	72069	72069	207	1405	0
2014.11.19	09:00:00	71873	72073	71728	71958	10663	23748	0
2014.11.19	10:00:00	71958	72918	71893	72828	18805	43225	0
2014.11.19	11:00:00	72828	73063	72688	72953	14146	32096	0
2014.11.19	12:00:00	72953	73668	72918	73153	28746	65752	0
2014.11.19	13:00:00	73153	73188	72368	72808	21298	49416	0
2014.11.19	14:00:00	72803	72998	72648	72908	16052	36249	0
2014.11.19	15:00:00	72908	72918	72423	72708	18426	42293	0
2014.11.19	16:00:00	72708	73773	72453	73553	24756	59468	0
2014.11.19	17:00:00	73573	74128	73503	73713	22711	59146	0
2014.11.19	18:00:00	73723	73723	73723	73723	203	1521	0
2014.11.21	09:00:00	74549	75055	74383	74960	11630	26545	0
2014.11.21	10:00:00	74945	75305	74775	75000	19631	44368	0
2014.11.21	11:00:00	75010	75290	74980	75245	16233	35603	0
2014.11.21	12:00:00	75245	75925	75090	75845	27375	60978	0
2014.11.21	13:00:00	75855	76130	75525	75795	20528	46403	0
2014.11.21	14:00:00	75795	75815	75175	75355	18428	41736	0
2014.11.21	15:00:00	75365	76595	74945	75940	32994	74496	0
2014.11.21	16:00:00	75955	77845	75955	77680	37043	90495	0
2014.11.21	17:00:00	77690	78175	77490	78095	13747	34838	0
2014.11.21	18:00:00	78170	78170	78170	78170	227	2289	0
2014.11.24	09:00:00	77894	79020	77894	78795	15011	34875	0
2014.11.24	10:00:00	78780	79235	77675	77860	27430	67113	0
2014.11.24	11:00:00	77860	78010	77310	77730	20977	49800	0
2014.11.24	12:00:00	77735	77920	76735	77145	27961	63035	0
2014.11.24	13:00:00	77140	78150	77040	77600	25798	60738	0
2014.11.24	14:00:00	77590	77870	76860	76905	19927	46390	0
2014.11.24	15:00:00	76910	77245	76610	76820	18795	44326	0
2014.11.24	16:00:00	76825	77065	76465	76585	19936	49872	0
2014.11.24	17:00:00	76580	76810	76510	76685	8468	22019	0
2014.11.24	18:00:00	76725	76725	76725	76725	237	1600	0
2014.11.25	09:00:00	76756	77388	76680	77108	12824	27673	0
2014.11.25	10:00:00	77103	77813	77028	77588	18034	43049	0
2014.11.25	11:00:00	77588	77818	77378	77418	12096	27733	0
2014.11.25	12:00:00	77413	77768	77128	77408	22641	51593	0
2014.11.25	13:00:00	77433	77508	76463	76543	23366	54022	0
2014.11.25	14:00:00	76538	76903	76198	76328	19044	45339	0
2014.11.25	15:00:00	76333	77003	76303	76618	19527	47364	0
2014.11.25	16:00:00	76618	76868	76403	76758	16380	39453	0
2014.11.25	17:00:00	76758	76993	76548	76703	10502	26847	0
2014.11.25	18:00:00	76663	76663	76663	76663	206	1227	0
2014.11.26	09:00:00	77125	77453	77014	77263	9161	19967	0
2014.11.26	10:00:00	77263	77423	76848	76878	16621	39247	0
2014.11.26	11:00:00	76883	77028	76443	76743	18586	43222	0
2014.11.26	12:00:00	76738	76853	76263	76473	17460	39830	0
2014.11.26	13:00:00	76468	76728	76293	76418	15112	35254	0
2014.11.26	14:00:00	76418	76753	76333	76503	13130	31141	0
2014.11.26	15:00:00	76498	76543	75958	76108	16516	41694	0
2014.11.26	16:00:00	76103	76193	75833	75938	16821	41786	0
2014.11.26	17:00:00	75938	76423	75928	76373	8086	20800	0
2014.11.26	18:00:00	76348	76348	76348	76348	233	1691	0
2014.11.27	09:00:00	76261	76505	76095	76255	8315	18380	0
2014.11.27	10:00:00	76265	76675	76015	76625	12483	30362	0
2014.11.27	11:00:00	76615	76865	76510	76630	11646	25936	0
2014.11.27	12:00:00	76640	77280	76600	76935	16286	38388	0
2014.11.27	13:00:00	76935	77040	76660	76755	9101	22696	0
2014.11.27	14:00:00	76750	76820	75970	76165	14470	37590	0
2014.11.27	15:00:00	76165	76730	75200	75605	22061	57452	0
2014.11.27	16:00:00	75590	76720	75150	75285	11331	31855	0
2014.11.27	17:00:00	75265	75675	75265	75595	3029	8770	0
2014.11.27	18:00:00	75640	75640	75640	75640	199	1136	0
2014.11.28	09:00:00	75643	75686	75031	75546	10915	23784	0
2014.11.28	10:00:00	75556	76066	75401	75776	18423	43109	0
2014.11.28	11:00:00	75776	76256	75701	76031	13758	32815	0
2014.11.28	12:00:00	76036	76371	75666	75921	26501	62761	0
2014.11.28	13:00:00	75911	75921	75291	75621	16790	42885	0
2014.11.28	14:00:00	75626	75791	75416	75476	14782	36841	0
2014.11.28	15:00:00	75481	75756	75276	75471	14383	34914	0
2014.11.28	16:00:00	75471	75896	75326	75411	8278	22457	0
2014.11.28	17:00:00	75406	75426	75046	75046	2968	9662	0
2014.11.28	18:00:00	74931	74931	74931	74931	258	1543	0
2014.12.01	09:00:00	74601	74679	74272	74342	8131	17648	0
2014.12.01	10:00:00	74367	74657	74102	74512	15329	36353	0
2014.12.01	11:00:00	74522	74727	73487	73577	24829	57821	0
2014.12.01	12:00:00	73567	73607	71897	72282	35661	87523	0
2014.12.01	13:00:00	72272	72522	72022	72092	17973	47127	0
2014.12.01	14:00:00	72097	72457	71382	72282	19369	51664	0
2014.12.01	15:00:00	72277	72532	72122	72402	16238	40394	0
2014.12.01	16:00:00	72397	72407	71747	71917	19523	48838	0
2014.12.01	17:00:00	71927	72057	71537	71632	10279	26002	0
2014.12.01	18:00:00	71642	71642	71642	71642	270	1601	0
2014.12.02	09:00:00	71944	72266	71741	72151	10500	23803	0
2014.12.02	10:00:00	72151	72351	70996	71366	19115	44890	0
2014.12.02	11:00:00	71376	71891	71221	71816	20703	47070	0
2014.12.02	12:00:00	71811	72091	71461	71661	22484	52591	0
2014.12.02	13:00:00	71661	71981	71366	71886	18748	42792	0
2014.12.02	14:00:00	71886	72016	71491	71876	16996	39801	0
2014.12.02	15:00:00	71881	72001	71516	71726	14474	32868	0
2014.12.02	16:00:00	71726	71761	70651	70741	19369	48886	0
2014.12.02	17:00:00	70741	71306	70721	70916	11696	29065	0
2014.12.02	18:00:00	70926	70926	70926	70926	215	1159	0
2014.12.03	09:00:00	71189	71573	71053	71433	9083	20208	0
2014.12.03	10:00:00	71438	71668	71298	71478	14899	32485	0
2014.12.03	11:00:00	71473	71743	71318	71573	14997	33362	0
2014.12.03	12:00:00	71578	72003	71208	71923	21123	49679	0
2014.12.03	13:00:00	71948	72178	71733	72058	13986	33257	0
2014.12.03	14:00:00	72048	72133	71648	71953	17374	40791	0
2014.12.03	15:00:00	71958	72093	71798	71893	10760	25845	0
2014.12.03	16:00:00	71893	72048	71683	71913	11633	26929	0
2014.12.03	17:00:00	71913	71928	71463	71533	8083	19949	0
2014.12.03	18:00:00	71423	71423	71423	71423	274	1345	0
2014.12.04	09:00:00	72401	72559	71918	72288	11004	26228	0
2014.12.04	10:00:00	72293	72313	71153	71213	19026	43545	0
2014.12.04	11:00:00	71228	71423	70478	70858	20550	48648	0
2014.12.04	12:00:00	70863	71323	70748	70823	20629	49942	0
2014.12.04	13:00:00	70828	70918	70208	70378	17592	43840	0
2014.12.04	14:00:00	70378	70713	70278	70633	11590	27959	0
2014.12.04	15:00:00	70618	70953	70558	70798	14847	33855	0
2014.12.04	16:00:00	70803	71013	70573	70663	13746	32713	0
2014.12.04	17:00:00	70663	70858	70638	70788	6800	16071	0
2014.12.04	18:00:00	70638	70638	70638	70638	307	1947	0
2014.12.05	09:00:00	71012	71134	70764	70884	8756	19820	0
2014.12.05	10:00:00	70889	71219	70444	70589	18524	42033	0
2014.12.05	11:00:00	70579	71329	70219	70689	18387	44211	0
2014.12.05	12:00:00	70684	70919	70384	70714	16913	38161	0
2014.12.05	13:00:00	70704	70839	70579	70669	9803	23227	0
2014.12.05	14:00:00	70669	71204	70589	71119	10584	25166	0
2014.12.05	15:00:00	71124	71539	71059	71234	19024	46288	0
2014.12.05	16:00:00	71229	71539	71039	71339	12637	31449	0
2014.12.05	17:00:00	71334	71444	71059	71369	8318	21005	0
2014.12.05	18:00:00	71329	71329	71329	71329	239	1289	0
2014.12.08	09:00:00	70903	71182	70792	71142	6182	13725	0
2014.12.08	10:00:00	71157	71232	70717	71072	13121	29347	0
2014.12.08	11:00:00	71077	71102	70707	70812	10441	22801	0
2014.12.08	12:00:00	70822	70992	70392	70532	15778	34729	0
2014.12.08	13:00:00	70527	70587	70097	70132	12238	27537	0
2014.12.08	14:00:00	70132	70217	69772	69837	16096	37711	0
2014.12.08	15:00:00	69827	70132	69417	69557	17469	41902	0
2014.12.08	16:00:00	69557	69562	68622	68842	21984	55281	0
2014.12.08	17:00:00	68842	69102	68777	68947	9315	24326	0
2014.12.08	18:00:00	69072	69072	69072	69072	266	1338	0
2014.12.09	09:00:00	68519	68789	68154	68329	10257	23598	0
2014.12.09	10:00:00	68329	68814	68019	68579	17457	40908	0
2014.12.09	11:00:00	68584	68924	68399	68474	19125	42827	0
2014.12.09	12:00:00	68474	68744	68019	68459	23390	55130	0
2014.12.09	13:00:00	68459	68644	67809	68099	20817	48906	0
2014.12.09	14:00:00	68114	68799	68044	68729	20784	48925	0
2014.12.09	15:00:00	68719	68924	68424	68669	19486	44801	0
2014.12.09	16:00:00	68674	69024	68529	68849	20208	47327	0
2014.12.09	17:00:00	68849	69084	68789	68989	9945	24709	0
2014.12.09	18:00:00	68949	68949	68949	68949	274	1734	0
2014.12.10	09:00:00	68998	69012	68386	68651	8376	19392	0
2014.12.10	10:00:00	68656	68766	68266	68586	17094	38843	0
2014.12.10	11:00:00	68601	68896	68506	68591	14717	33396	0
2014.12.10	12:00:00	68591	68786	68036	68186	23197	54666	0
2014.12.10	13:00:00	68191	68291	67786	68191	26907	62955	0
2014.12.10	14:00:00	68196	68436	68011	68021	16638	39462	0
2014.12.10	15:00:00	68021	68296	67706	68151	19760	45772	0
2014.12.10	16:00:00	68151	68466	67911	68046	22557	54450	0
2014.12.10	17:00:00	68051	68076	67881	67906	12034	31151	0
2014.12.10	18:00:00	68006	68006	68006	68006	290	1613	0
2014.12.11	09:00:00	68080	68196	67896	67971	7922	18747	0
2014.12.11	10:00:00	67976	68251	67766	67891	15126	34171	0
2014.12.11	11:00:00	67906	68186	67491	67571	23572	54821	0
2014.12.11	12:00:00	67551	67656	66921	67371	24904	59713	0
2014.12.11	13:00:00	67376	67531	67221	67411	14378	34241	0
2014.12.11	14:00:00	67411	67561	67261	67521	12420	30007	0
2014.12.11	15:00:00	67521	68081	67501	68011	16100	39969	0
2014.12.11	16:00:00	68016	68501	67821	68266	17269	43634	0
2014.12.11	17:00:00	68266	68366	67856	67916	10483	28049	0
2014.12.11	18:00:00	67631	67631	67631	67631	303	2083	0
2014.12.12	09:00:00	66908	67616	66873	67581	6940	16615	0
2014.12.12	10:00:00	67586	68041	67406	68031	16745	38052	0
2014.12.12	11:00:00	68026	68231	67481	67591	17762	42538	0
2014.12.12	12:00:00	67591	67651	67061	67091	19982	47813	0
2014.12.12	13:00:00	67096	67116	66476	66566	23183	57878	0
2014.12.12	14:00:00	66576	66731	66211	66406	19412	47334	0
2014.12.12	15:00:00	66416	66766	66081	66106	17506	43405	0
2014.12.12	16:00:00	66111	66196	65836	65971	21095	54149	0
2014.12.12	17:00:00	65976	66306	65791	66171	10870	27691	0
2014.12.12	18:00:00	66271	66271	66271	66271	257	1730	0
2014.12.15	09:00:00	66379	66504	66209	66354	7190	16135	0
2014.12.15	10:00:00	66359	66429	65924	65944	11594	27426	0
2014.12.15	11:00:00	65944	66024	65624	65974	14501	34674	0
2014.12.15	12:00:00	65964	66189	65399	65469	21042	51742	0
2014.12.15	13:00:00	65464	65489	64279	64389	26223	64806	0
2014.12.15	14:00:00	64384	64394	63514	63769	24457	62300	0
2014.12.15	15:00:00	63764	64814	63739	64754	25521	66413	0
2014.12.15	16:00:00	64749	64909	64254	64489	23903	59817	0
2014.12.15	17:00:00	64489	64814	64314	64619	14735	37645	0
2014.12.15	18:00:00	64914	64914	64914	64914	257	1854	0
2014.12.16	09:00:00	64729	64729	62964	63034	21058	47891	0
2014.12.16	10:00:00	63024	64214	62664	64169	26626	62726	0
2014.12.16	11:00:00	64169	64809	63899	64224	30957	71121	0
2014.12.16	12:00:00	64209	64289	63149	63864	33344	82882	0
2014.12.16	13:00:00	63864	64149	63299	64079	27304	66521	0
2014.12.16	14:00:00	64079	65254	64069	64739	32645	82194	0
2014.12.16	15:00:00	64744	65049	64259	64304	25432	65118	0
2014.12.16	16:00:00	64304	64434	63959	64064	21064	52628	0
2014.12.16	17:00:00	64059	64494	64014	64404	12121	31934	0
2014.12.16	18:00:00	64279	64279	64279	64279	203	887	0
2014.12.17	09:00:00	64486	65382	64207	65002	9056	20086	0
2014.12.17	10:00:00	65002	65327	64867	65097	11745	25987	0
2014.12.17	11:00:00	65097	65237	64942	65152	10162	23124	0
2014.12.17	12:00:00	65157	66062	64982	66052	28892	67955	0
2014.12.17	13:00:00	66042	66477	65832	66467	27167	62852	0
2014.12.17	14:00:00	66467	67172	66442	67052	27816	70827	0
2014.12.17	15:00:00	67042	67437	66997	67277	24013	60915	0
2014.12.17	16:00:00	67282	67472	66212	66772	23841	60972	0
2014.12.17	17:00:00	66772	67262	66037	66107	17411	45030	0
2014.12.17	18:00:00	66107	66107	66107	66107	145	645	0
2014.12.18	09:00:00	67283	67655	67015	67355	12932	30162	0
2014.12.18	10:00:00	67340	67955	67120	67745	16819	39026	0
2014.12.18	11:00:00	67735	67915	67410	67555	15846	36146	0
