<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.10.21	11:15:00	72586	72821	72496	72576	6029	14360	0
2014.10.21	11:30:00	72581	73241	72571	73231	10431	24235	0
2014.10.21	11:45:00	73231	73526	73211	73431	7277	16972	0
2014.10.21	12:00:00	73431	73621	73326	73556	4964	12297	0
2014.10.21	12:15:00	73551	73561	73226	73411	5099	12265	0
2014.10.21	12:30:00	73406	73716	73276	73681	4809	10810	0
2014.10.21	12:45:00	73686	73946	73661	73711	5608	12911	0
2014.10.21	13:00:00	73716	73776	73366	73411	5636	13297	0
2014.10.21	13:15:00	73411	73566	73396	73521	3244	7019	0
2014.10.21	13:30:00	73516	73751	73486	73706	4054	9090	0
2014.10.21	13:45:00	73701	73726	73346	73391	4246	10017	0
2014.10.21	14:00:00	73396	73461	73071	73111	5123	11984	0
2014.10.21	14:15:00	73101	73376	72981	73031	6072	14248	0
2014.10.21	14:30:00	73026	73116	72831	72856	4757	12360	0
2014.10.21	14:45:00	72861	72996	72691	72816	5343	13028	0
2014.10.21	15:00:00	72796	72801	72521	72591	4020	10458	0
2014.10.21	15:15:00	72596	72751	72491	72671	4387	11012	0
2014.10.21	15:30:00	72671	72916	72636	72846	3453	8224	0
2014.10.21	15:45:00	72846	72931	72671	72821	3347	7744	0
2014.10.21	16:00:00	72811	72871	72426	72451	5374	13346	0
2014.10.21	16:15:00	72461	72646	72426	72596	3087	7422	0
2014.10.21	16:30:00	72596	72651	72401	72611	4326	10051	0
2014.10.21	16:45:00	72621	73056	72611	72811	6341	16001	0
2014.10.21	17:00:00	72796	73141	72701	72911	4396	10822	0
2014.10.21	17:15:00	72911	73236	72796	73166	2942	8061	0
2014.10.21	17:30:00	73176	73326	73001	73071	2442	6788	0
2014.10.21	17:45:00	73081	73106	72881	72981	966	2546	0
2014.10.21	18:00:00	72941	72941	72941	72941	232	1314	0
2014.10.22	09:00:00	72628	72902	72403	72643	2606	6426	0
2014.10.22	09:15:00	72658	72863	72513	72603	1975	4727	0
2014.10.22	09:30:00	72608	72693	72213	72333	3353	8907	0
2014.10.22	09:45:00	72333	72743	72328	72728	2597	6285	0
2014.10.22	10:00:00	72723	73168	72633	73148	5207	13107	0
2014.10.22	10:15:00	73153	73198	72823	72888	3192	7679	0
2014.10.22	10:30:00	72893	73153	72773	73058	4081	8914	0
2014.10.22	10:45:00	73063	73443	73048	73323	4826	10933	0
2014.10.22	11:00:00	73323	73343	73003	73148	3708	8446	0
2014.10.22	11:15:00	73143	73388	72938	73343	4345	10047	0
2014.10.22	11:30:00	73343	73733	73338	73653	7484	16553	0
2014.10.22	11:45:00	73648	73863	73523	73843	4924	11027	0
2014.10.22	12:00:00	73838	73908	73493	73508	4998	11708	0
2014.10.22	12:15:00	73508	73998	73428	73788	5269	11616	0
2014.10.22	12:30:00	73788	73788	73533	73593	4021	9279	0
2014.10.22	12:45:00	73598	73873	73498	73658	3430	8101	0
2014.10.22	13:00:00	73668	73738	73553	73578	2988	7111	0
2014.10.22	13:15:00	73573	73663	73223	73248	4259	10499	0
2014.10.22	13:30:00	73248	73398	73108	73338	3541	8101	0
2014.10.22	13:45:00	73338	73543	73328	73468	2277	5156	0
2014.10.22	14:00:00	73468	73648	73393	73588	3068	6925	0
2014.10.22	14:15:00	73593	73668	73398	73518	3901	8849	0
2014.10.22	14:30:00	73503	73638	73298	73338	3459	7794	0
2014.10.22	14:45:00	73333	73333	73043	73283	5716	14425	0
2014.10.22	15:00:00	73288	73388	73143	73293	3708	8799	0
2014.10.22	15:15:00	73293	73293	73098	73103	3370	7829	0
2014.10.22	15:30:00	73098	73308	73073	73233	2984	7142	0
2014.10.22	15:45:00	73233	73238	72223	72423	9567	24533	0
2014.10.22	16:00:00	72423	72783	72283	72628	5343	14204	0
2014.10.22	16:15:00	72633	72633	72333	72518	4895	12946	0
2014.10.22	16:30:00	72513	72923	72448	72868	4028	9910	0
2014.10.22	16:45:00	72873	73098	72793	73063	4415	11955	0
2014.10.22	17:00:00	73053	73058	72718	72883	3556	9298	0
2014.10.22	17:15:00	72863	72878	72688	72823	1897	4859	0
2014.10.22	17:30:00	72828	72838	72458	72523	2544	7178	0
2014.10.22	17:45:00	72503	72563	72383	72408	962	2922	0
2014.10.22	18:00:00	72448	72448	72448	72448	233	1679	0
2014.10.23	09:00:00	71873	71957	71617	71832	2477	5907	0
2014.10.23	09:15:00	71832	72072	71822	71907	2439	5716	0
2014.10.23	09:30:00	71917	72122	71822	71867	2569	6108	0
2014.10.23	09:45:00	71872	71997	71807	71942	2467	6101	0
2014.10.23	10:00:00	71947	72102	71182	71212	7135	18568	0
2014.10.23	10:15:00	71207	71447	71047	71112	5289	13767	0
2014.10.23	10:30:00	71112	71272	70847	70967	6415	15172	0
2014.10.23	10:45:00	70967	71202	70902	71127	4464	10618	0
2014.10.23	11:00:00	71122	71232	70967	71217	3749	8349	0
2014.10.23	11:15:00	71207	71367	71102	71332	3396	8324	0
2014.10.23	11:30:00	71332	71672	71137	71537	7713	18869	0
2014.10.23	11:45:00	71532	71602	71367	71577	3954	8493	0
2014.10.23	12:00:00	71577	71867	71522	71677	6040	14356	0
2014.10.23	12:15:00	71677	71682	71402	71432	5215	12661	0
2014.10.23	12:30:00	71437	71557	71332	71542	3610	8863	0
2014.10.23	12:45:00	71547	71682	71257	71282	4135	9587	0
2014.10.23	13:00:00	71287	71367	71117	71347	4501	10786	0
2014.10.23	13:15:00	71342	71407	71012	71022	4051	10141	0
2014.10.23	13:30:00	71027	71032	70727	70852	4860	12095	0
2014.10.23	13:45:00	70867	71047	70687	70877	4360	9688	0
2014.10.23	14:00:00	70867	71022	70712	71017	3486	8149	0
2014.10.23	14:15:00	71017	71087	70587	70787	4861	11529	0
2014.10.23	14:30:00	70782	70782	70287	70442	6108	14703	0
2014.10.23	14:45:00	70437	70672	70437	70632	4401	10856	0
2014.10.23	15:00:00	70632	70717	70502	70542	3093	7352	0
2014.10.23	15:15:00	70542	70852	70537	70842	3080	7324	0
2014.10.23	15:30:00	70837	70927	70782	70847	2594	6215	0
2014.10.23	15:45:00	70852	70947	70747	70902	3492	8124	0
2014.10.23	16:00:00	70902	71107	70707	70982	7272	18104	0
2014.10.23	16:15:00	70982	70987	70787	70852	3102	7614	0
2014.10.23	16:30:00	70857	70857	70392	70612	7201	17243	0
2014.10.23	16:45:00	70617	71012	69607	70087	14258	34990	0
2014.10.23	17:00:00	70092	70452	69177	70317	13071	31461	0
2014.10.23	17:15:00	70312	70402	70072	70317	4573	11349	0
2014.10.23	17:30:00	70317	70542	70252	70312	3302	8404	0
2014.10.23	17:45:00	70332	70522	70057	70057	1158	2801	0
2014.10.23	18:00:00	70022	70022	70022	70022	249	1698	0
2014.10.24	09:00:00	70547	71763	70382	70678	5756	15643	0
2014.10.24	09:15:00	70688	70748	70208	70563	2698	7403	0
2014.10.24	09:30:00	70558	70723	70078	70218	2817	6880	0
2014.10.24	09:45:00	70223	70868	70213	70678	2969	7500	0
2014.10.24	10:00:00	70683	70793	70133	70373	4611	11888	0
2014.10.24	10:15:00	70378	70788	70263	70733	3470	8384	0
2014.10.24	10:30:00	70733	71038	70693	70858	5531	12790	0
2014.10.24	10:45:00	70858	71103	70788	71063	3989	9885	0
2014.10.24	11:00:00	71068	71168	70848	71158	3817	9278	0
2014.10.24	11:15:00	71158	71268	71073	71198	3460	8739	0
2014.10.24	11:30:00	71203	71673	71098	71613	7422	18991	0
2014.10.24	11:45:00	71613	72198	71528	71923	6154	16373	0
2014.10.24	12:00:00	71923	72528	71878	72323	9509	24440	0
2014.10.24	12:15:00	72313	72923	72158	72868	7692	18690	0
2014.10.24	12:30:00	72878	73143	72718	72918	7160	18432	0
2014.10.24	12:45:00	72923	73023	72523	72803	5542	14400	0
2014.10.24	13:00:00	72808	72963	72623	72743	4224	11228	0
2014.10.24	13:15:00	72743	72978	72738	72933	2623	6958	0
2014.10.24	13:30:00	72928	73043	72818	73008	2493	7255	0
2014.10.24	13:45:00	73003	73543	72998	73483	4779	15215	0
2014.10.24	14:00:00	73478	73633	73318	73548	3593	9804	0
2014.10.24	14:15:00	73548	73688	73083	73103	5625	13742	0
2014.10.24	14:30:00	73108	73138	72618	72738	6899	16440	0
2014.10.24	14:45:00	72743	73008	72693	72973	4549	10893	0
2014.10.24	15:00:00	72978	73078	72433	72508	7120	16996	0
2014.10.24	15:15:00	72503	72798	72323	72643	6430	15194	0
2014.10.24	15:30:00	72653	72758	72513	72623	4326	10438	0
2014.10.24	15:45:00	72628	72928	72593	72883	3818	9404	0
2014.10.24	16:00:00	72878	72903	72423	72713	5684	13721	0
2014.10.24	16:15:00	72703	72708	71733	71758	10238	25378	0
2014.10.24	16:30:00	71753	71803	71078	71713	12125	31486	0
2014.10.24	16:45:00	71703	71943	70943	71623	7775	19870	0
2014.10.24	17:00:00	71618	72028	71608	71678	4294	11601	0
2014.10.24	17:15:00	71668	72163	71553	72088	3871	9367	0
2014.10.24	17:30:00	72088	72193	71833	72023	2334	6035	0
2014.10.24	17:45:00	72048	72303	71533	71763	1374	4522	0
2014.10.24	18:00:00	71398	71398	71398	71398	215	2043	0
2014.10.27	09:00:00	66160	67413	66098	66788	4614	12934	0
2014.10.27	09:15:00	66778	67063	66393	66468	3815	10621	0
2014.10.27	09:30:00	66473	66788	66053	66183	3986	11393	0
2014.10.27	09:45:00	66173	66608	65978	66378	3059	8842	0
2014.10.27	10:00:00	66363	66733	66133	66533	3054	8876	0
2014.10.27	10:15:00	66538	67538	66263	67483	10525	29203	0
2014.10.27	10:30:00	67498	68458	67498	68203	9200	26545	0
2014.10.27	10:45:00	68213	68578	68108	68353	6437	18303	0
2014.10.27	11:00:00	68358	68643	68078	68118	6025	15019	0
2014.10.27	11:15:00	68113	68493	67943	68303	6301	15047	0
2014.10.27	11:30:00	68313	68878	68173	68593	10871	26406	0
2014.10.27	11:45:00	68588	68733	68273	68653	6683	15847	0
2014.10.27	12:00:00	68663	69173	68543	68903	6931	18044	0
2014.10.27	12:15:00	68898	68973	68493	68568	4593	11270	0
2014.10.27	12:30:00	68578	68643	68353	68438	3768	9378	0
2014.10.27	12:45:00	68438	68848	68313	68848	3976	9673	0
2014.10.27	13:00:00	68843	69078	68713	68983	4006	10160	0
2014.10.27	13:15:00	68978	69013	68753	68808	3920	10001	0
2014.10.27	13:30:00	68813	69113	68813	69063	2548	6750	0
2014.10.27	13:45:00	69063	69223	68803	69083	4598	11360	0
2014.10.27	14:00:00	69073	69403	69038	69373	3583	9216	0
2014.10.27	14:15:00	69378	69473	69263	69323	2829	7996	0
2014.10.27	14:30:00	69333	69363	69088	69123	3214	8352	0
2014.10.27	14:45:00	69128	69313	68883	69253	5352	12810	0
2014.10.27	15:00:00	69243	69758	69208	69688	6607	17755	0
2014.10.27	15:15:00	69693	70123	69648	69848	5967	17179	0
2014.10.27	15:30:00	69843	70443	69838	70293	5986	16181	0
2014.10.27	15:45:00	70283	70408	69588	70048	7178	19304	0
2014.10.27	16:00:00	70043	70153	69698	69938	5121	13384	0
2014.10.27	16:15:00	69948	70238	69788	69893	4805	13222	0
2014.10.27	16:30:00	69898	69998	69583	69753	4794	12540	0
2014.10.27	16:45:00	69758	69913	69413	69603	4915	14778	0
2014.10.27	17:00:00	69613	69843	69553	69563	3108	9147	0
2014.10.27	17:15:00	69578	69618	69368	69483	2177	6342	0
2014.10.27	17:30:00	69478	69663	69423	69588	1940	6080	0
2014.10.27	17:45:00	69593	69973	69573	69898	935	2599	0
2014.10.27	18:00:00	70153	70153	70153	70153	233	2224	0
2014.10.28	09:00:00	70535	71045	70530	70760	2826	6847	0
2014.10.28	09:15:00	70765	70955	70675	70820	2442	6890	0
2014.10.28	09:30:00	70830	71005	70705	70935	1844	4657	0
2014.10.28	09:45:00	70930	71210	70760	71075	3143	8182	0
2014.10.28	10:00:00	71085	71695	70980	71615	4788	12370	0
2014.10.28	10:15:00	71625	71890	71260	71470	6753	17560	0
2014.10.28	10:30:00	71475	71650	71140	71145	5259	12334	0
2014.10.28	10:45:00	71140	71425	70900	71275	6598	15485	0
2014.10.28	11:00:00	71265	71455	71080	71100	4982	11158	0
2014.10.28	11:15:00	71100	71420	70835	71420	6922	16489	0
2014.10.28	11:30:00	71400	71675	71345	71500	8932	21586	0
2014.10.28	11:45:00	71500	71610	71170	71225	5610	13822	0
2014.10.28	12:00:00	71235	71320	70925	71040	4992	12806	0
2014.10.28	12:15:00	71035	71410	71025	71290	4594	11421	0
2014.10.28	12:30:00	71290	71495	71205	71410	2946	7200	0
2014.10.28	12:45:00	71420	71775	71265	71775	4448	10493	0
2014.10.28	13:00:00	71775	71980	71680	71720	5453	13724	0
2014.10.28	13:15:00	71715	72140	71695	71925	4269	10119	0
2014.10.28	13:30:00	71930	71940	71540	71595	4564	11059	0
2014.10.28	13:45:00	71600	71820	71590	71755	3032	7314	0
2014.10.28	14:00:00	71755	71815	71585	71660	2872	6816	0
2014.10.28	14:15:00	71655	71985	71630	71905	3169	7700	0
2014.10.28	14:30:00	71910	72030	71720	71770	3474	8727	0
2014.10.28	14:45:00	71765	71765	71580	71715	3235	7702	0
2014.10.28	15:00:00	71715	71825	71480	71770	4852	12032	0
2014.10.28	15:15:00	71760	71800	71535	71655	2754	6534	0
2014.10.28	15:30:00	71650	71970	71570	71950	4377	10542	0
2014.10.28	15:45:00	71955	72055	71845	72040	3893	9293	0
2014.10.28	16:00:00	72040	72400	72005	72240	5337	13760	0
2014.10.28	16:15:00	72240	72645	72230	72525	5774	14656	0
2014.10.28	16:30:00	72530	72585	72360	72530	5117	13342	0
2014.10.28	16:45:00	72530	72610	72235	72250	5030	13651	0
2014.10.28	17:00:00	72255	72515	72220	72330	3457	9969	0
2014.10.28	17:15:00	72325	72515	72295	72425	2026	5623	0
2014.10.28	17:30:00	72420	72505	72200	72210	1789	5153	0
2014.10.28	17:45:00	72210	72235	71755	71880	1324	4426	0
2014.10.28	18:00:00	71950	71950	71950	71950	208	1434	0
2014.10.29	09:00:00	71259	71629	71141	71434	1703	4173	0
2014.10.29	09:15:00	71449	71659	71284	71649	3064	7942	0
2014.10.29	09:30:00	71654	71749	71514	71699	2262	5417	0
2014.10.29	09:45:00	71689	71799	71544	71739	2024	4605	0
2014.10.29	10:00:00	71759	72479	71654	72334	5815	14778	0
2014.10.29	10:15:00	72314	72404	71769	72004	6318	15335	0
2014.10.29	10:30:00	71999	72034	71459	71539	6851	16188	0
2014.10.29	10:45:00	71529	72049	71459	71804	5378	12492	0
2014.10.29	11:00:00	71814	72114	71619	72004	6403	15103	0
2014.10.29	11:15:00	72004	72154	71889	72114	4423	10738	0
2014.10.29	11:30:00	72114	72294	71814	72094	7475	17300	0
2014.10.29	11:45:00	72089	72099	71714	71889	5600	12901	0
2014.10.29	12:00:00	71899	72209	71854	71979	5160	12049	0
2014.10.29	12:15:00	71974	72129	71839	71954	3464	8018	0
2014.10.29	12:30:00	71959	72124	71924	72099	2589	5819	0
2014.10.29	12:45:00	72099	72124	71889	71954	2604	5704	0
2014.10.29	13:00:00	71959	72159	71904	72114	2269	5223	0
2014.10.29	13:15:00	72119	72279	72059	72229	2394	5716	0
2014.10.29	13:30:00	72239	72244	72099	72184	1897	4250	0
2014.10.29	13:45:00	72194	72314	72049	72099	2688	6311	0
2014.10.29	14:00:00	72094	72179	72009	72094	2583	5857	0
2014.10.29	14:15:00	72094	72134	71899	71914	2573	5855	0
2014.10.29	14:30:00	71914	71974	71814	71889	3460	8499	0
2014.10.29	14:45:00	71894	71944	71759	71834	2756	6655	0
2014.10.29	15:00:00	71834	71834	71614	71739	3559	9200	0
2014.10.29	15:15:00	71744	71744	71454	71579	4278	11240	0
2014.10.29	15:30:00	71584	71694	71284	71439	5156	12734	0
2014.10.29	15:45:00	71439	71604	71284	71534	3667	8771	0
2014.10.29	16:00:00	71519	71574	70924	71334	7410	18983	0
2014.10.29	16:15:00	71334	71634	70944	71519	7157	17611	0
2014.10.29	16:30:00	71534	71539	71049	71129	6012	15419	0
2014.10.29	16:45:00	71124	71184	70804	70849	5869	15587	0
2014.10.29	17:00:00	70859	70869	70299	70479	6123	17995	0
2014.10.29	17:15:00	70479	70509	70224	70444	3009	8434	0
2014.10.29	17:30:00	70449	71124	70449	71039	4407	11657	0
2014.10.29	17:45:00	71049	71129	70914	71064	1096	3049	0
2014.10.29	18:00:00	71129	71129	71129	71129	224	1596	0
2014.10.30	09:00:00	71423	71926	71395	71726	2523	6849	0
2014.10.30	09:15:00	71731	71961	71596	71641	3321	8254	0
2014.10.30	09:30:00	71641	71691	71371	71631	3358	8415	0
2014.10.30	09:45:00	71651	71661	71306	71531	2418	5846	0
2014.10.30	10:00:00	71531	71846	71446	71646	4841	11640	0
2014.10.30	10:15:00	71656	72026	71536	71961	4928	11822	0
2014.10.30	10:30:00	71901	72096	71716	71916	6188	14789	0
2014.10.30	10:45:00	71926	72016	71616	71641	4487	10365	0
2014.10.30	11:00:00	71636	71936	71511	71826	5155	12482	0
2014.10.30	11:15:00	71836	72261	71801	72056	6066	14507	0
2014.10.30	11:30:00	72056	72171	71691	71771	10116	24688	0
2014.10.30	11:45:00	71771	72026	71626	71746	6734	14993	0
2014.10.30	12:00:00	71761	72051	71701	71881	7230	16296	0
2014.10.30	12:15:00	71886	72361	71826	72281	6106	14198	0
2014.10.30	12:30:00	72271	72346	72101	72211	3814	9215	0
2014.10.30	12:45:00	72206	72476	72201	72376	4994	11572	0
2014.10.30	13:00:00	72371	72416	72261	72261	2994	7010	0
2014.10.30	13:15:00	72261	72326	72071	72166	3649	8138	0
2014.10.30	13:30:00	72166	72321	71986	72256	2984	6800	0
2014.10.30	13:45:00	72251	72391	72111	72186	3451	8042	0
2014.10.30	14:00:00	72191	72426	72176	72346	3258	7003	0
2014.10.30	14:15:00	72346	72401	72211	72286	2927	6635	0
2014.10.30	14:30:00	72286	72376	72191	72226	2653	5781	0
2014.10.30	14:45:00	72216	72261	72111	72181	3080	6491	0
2014.10.30	15:00:00	72186	72506	72166	72391	5716	12960	0
2014.10.30	15:15:00	72386	72576	72376	72426	5164	11718	0
2014.10.30	15:30:00	72431	72786	72396	72686	5207	12294	0
2014.10.30	15:45:00	72686	72841	72621	72726	4334	10475	0
2014.10.30	16:00:00	72721	72811	72641	72681	3483	8148	0
2014.10.30	16:15:00	72666	72706	72386	72531	5912	14552	0
2014.10.30	16:30:00	72521	72541	72356	72451	3710	8667	0
2014.10.30	16:45:00	72451	72456	72276	72361	4038	9815	0
2014.10.30	17:00:00	72366	72491	72326	72441	3169	8362	0
2014.10.30	17:15:00	72441	72511	72376	72406	1832	4548	0
2014.10.30	17:30:00	72391	72411	72146	72226	2745	6908	0
2014.10.30	17:45:00	72236	72366	72221	72281	920	2747	0
2014.10.30	18:00:00	72386	72386	72386	72386	267	1687	0
2014.10.31	09:00:00	73614	73634	73329	73474	1893	5552	0
2014.10.31	09:15:00	73474	73629	73454	73509	1472	3993	0
2014.10.31	09:30:00	73514	73524	73334	73499	2204	5150	0
2014.10.31	09:45:00	73499	73564	73329	73484	2098	5170	0
2014.10.31	10:00:00	73494	73499	72894	73104	7182	18639	0
2014.10.31	10:15:00	73114	73159	72834	73104	3860	10260	0
2014.10.31	10:30:00	73094	73174	72919	73094	4471	11091	0
2014.10.31	10:45:00	73089	73324	73069	73249	4384	9911	0
2014.10.31	11:00:00	73254	73354	72724	73024	8172	19357	0
2014.10.31	11:15:00	73014	73184	72879	73039	4497	10373	0
2014.10.31	11:30:00	73034	73344	72904	73289	7709	17390	0
2014.10.31	11:45:00	73294	73729	73094	73554	8255	19056	0
2014.10.31	12:00:00	73554	73829	73499	73754	6590	14771	0
2014.10.31	12:15:00	73764	73954	73744	73824	5345	12234	0
2014.10.31	12:30:00	73824	73964	73759	73924	3727	9582	0
2014.10.31	12:45:00	73919	74074	73844	73979	4374	10288	0
2014.10.31	13:00:00	73979	74119	73864	73914	3846	8674	0
2014.10.31	13:15:00	73909	73999	73839	73924	2234	4821	0
2014.10.31	13:30:00	73929	73974	73789	73859	1973	4299	0
2014.10.31	13:45:00	73859	73999	73844	73894	2187	4980	0
2014.10.31	14:00:00	73899	73959	73619	73709	4557	10565	0
2014.10.31	14:15:00	73709	73729	73414	73504	4647	10985	0
2014.10.31	14:30:00	73499	73684	73439	73639	3342	7721	0
2014.10.31	14:45:00	73644	73834	73599	73729	3967	8895	0
2014.10.31	15:00:00	73739	74514	73734	74504	9452	21729	0
2014.10.31	15:15:00	74484	74734	74369	74674	6202	15680	0
2014.10.31	15:30:00	74659	74759	74534	74564	5029	12577	0
2014.10.31	15:45:00	74564	75069	74554	74794	6373	15538	0
2014.10.31	16:00:00	74789	74914	74679	74714	4079	9418	0
2014.10.31	16:15:00	74709	75124	74619	74969	6485	14449	0
2014.10.31	16:30:00	74969	75334	74859	75149	6316	14303	0
2014.10.31	16:45:00	75159	75844	75114	75804	7564	20066	0
2014.10.31	17:00:00	75814	75974	75709	75724	7158	18514	0
2014.10.31	17:15:00	75724	75769	75369	75639	6665	16815	0
2014.10.31	17:30:00	75634	75644	75494	75614	1563	4232	0
2014.10.31	17:45:00	75599	75834	75594	75834	1389	4086	0
2014.10.31	18:00:00	75829	75829	75829	75829	239	1703	0
2014.11.03	09:00:00	75233	75520	75035	75245	2227	5112	0
2014.11.03	09:15:00	75270	75445	75140	75315	1608	3710	0
2014.11.03	09:30:00	75310	75355	75025	75070	1702	3966	0
2014.11.03	09:45:00	75065	75270	74880	75255	2086	5159	0
2014.11.03	10:00:00	75250	75310	74750	74955	3118	8020	0
2014.11.03	10:15:00	74935	75190	74605	74630	3801	9270	0
2014.11.03	10:30:00	74635	74780	74485	74535	3673	8626	0
2014.11.03	10:45:00	74520	74545	73695	74325	5685	15635	0
2014.11.03	11:00:00	74315	74450	74190	74230	3225	7512	0
2014.11.03	11:15:00	74230	74635	74105	74525	4322	10179	0
2014.11.03	11:30:00	74525	74705	74240	74405	3837	9604	0
2014.11.03	11:45:00	74405	74500	74115	74425	3421	8354	0
2014.11.03	12:00:00	74430	74630	74360	74450	3630	9006	0
2014.11.03	12:15:00	74450	74690	74265	74655	4512	10549	0
2014.11.03	12:30:00	74650	74835	74490	74540	6186	14049	0
2014.11.03	12:45:00	74525	74615	74135	74430	5935	13005	0
2014.11.03	13:00:00	74440	74635	74245	74490	6337	13617	0
2014.11.03	13:15:00	74495	74515	73975	74060	5312	12403	0
2014.11.03	13:30:00	74060	74285	73940	74215	3692	8720	0
2014.11.03	13:45:00	74205	74310	74020	74225	4186	9897	0
2014.11.03	14:00:00	74235	74300	73675	73760	6002	15376	0
2014.11.03	14:15:00	73775	74045	73645	73900	4885	12398	0
2014.11.03	14:30:00	73905	74090	73805	73965	3934	9757	0
2014.11.03	14:45:00	73970	74015	73805	73835	2744	6636	0
2014.11.03	15:00:00	73830	74025	73740	73915	2965	6834	0
2014.11.03	15:15:00	73915	74130	73890	74030	3943	9195	0
2014.11.03	15:30:00	74030	74035	73800	73910	3999	9461	0
2014.11.03	15:45:00	73915	74000	73720	73800	5100	12053	0
2014.11.03	16:00:00	73805	73845	73540	73590	5178	12752	0
2014.11.03	16:15:00	73590	73780	73500	73745	3644	8638	0
2014.11.03	16:30:00	73745	74165	73735	73960	6821	17070	0
2014.11.03	16:45:00	73960	74295	73865	74250	7466	17982	0
2014.11.03	17:00:00	74235	74765	74235	74695	8248	23314	0
2014.11.03	17:15:00	74685	74750	74390	74540	4543	11438	0
2014.11.03	17:30:00	74540	74710	74500	74670	1443	4137	0
2014.11.03	17:45:00	74665	74915	74645	74765	1109	3394	0
2014.11.03	18:00:00	74680	74680	74680	74680	216	1727	0
2014.11.04	09:00:00	74801	75197	74597	75002	2462	5647	0
2014.11.04	09:15:00	75002	75232	74887	75012	2563	6164	0
2014.11.04	09:30:00	75002	75072	74677	75062	3640	8263	0
2014.11.04	09:45:00	75047	75292	74887	75217	3699	9579	0
2014.11.04	10:00:00	75217	75352	74972	75167	4241	10812	0
2014.11.04	10:15:00	75172	75287	75012	75127	2313	5906	0
2014.11.04	10:30:00	75112	75122	74422	74617	6456	16035	0
2014.11.04	10:45:00	74602	74612	74352	74397	4176	10526	0
2014.11.04	11:00:00	74392	74437	74092	74192	4621	12196	0
2014.11.04	11:15:00	74187	74397	73912	74097	5182	12314	0
2014.11.04	11:30:00	74097	74577	73997	74527	5078	12167	0
2014.11.04	11:45:00	74522	74752	74452	74652	5373	12010	0
2014.11.04	12:00:00	74637	75112	74637	75062	6690	16052	0
