<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.10.20	09:00:00	76665	77282	76497	76977	4180	11300	0
2014.10.20	09:30:00	76967	77082	76662	76912	4492	11024	0
2014.10.20	10:00:00	76922	77187	76687	77157	8377	19402	0
2014.10.20	10:30:00	77142	77162	76317	76467	11384	25773	0
2014.10.20	11:00:00	76467	76642	75927	76392	13172	31752	0
2014.10.20	11:30:00	76397	76512	75842	76432	14780	35171	0
2014.10.20	12:00:00	76427	76762	76237	76607	12465	30243	0
2014.10.20	12:30:00	76607	76632	76312	76322	6260	15078	0
2014.10.20	13:00:00	76327	76582	76122	76422	6340	15527	0
2014.10.20	13:30:00	76422	76627	76267	76467	5679	13751	0
2014.10.20	14:00:00	76472	76482	76177	76242	5707	13789	0
2014.10.20	14:30:00	76247	76247	75807	75822	6445	14987	0
2014.10.20	15:00:00	75822	76027	75762	75977	6219	13428	0
2014.10.20	15:30:00	75972	76067	75712	75967	6606	14612	0
2014.10.20	16:00:00	75962	76257	75647	75752	9677	23209	0
2014.10.20	16:30:00	75747	76192	75582	75717	11062	27568	0
2014.10.20	17:00:00	75712	75812	75602	75742	4850	14238	0
2014.10.20	17:30:00	75752	76222	75472	76202	3478	10232	0
2014.10.20	18:00:00	76172	76172	76172	76172	214	1155	0
2014.10.21	09:00:00	73039	73271	72366	72486	7398	17766	0
2014.10.21	09:30:00	72491	72526	72176	72326	4933	12504	0
2014.10.21	10:00:00	72321	72586	72116	72446	10225	24827	0
2014.10.21	10:30:00	72461	72846	72396	72756	8214	19177	0
2014.10.21	11:00:00	72756	72841	72496	72576	10880	25553	0
2014.10.21	11:30:00	72581	73526	72571	73431	17708	41207	0
2014.10.21	12:00:00	73431	73621	73226	73411	10063	24562	0
2014.10.21	12:30:00	73406	73946	73276	73711	10417	23721	0
2014.10.21	13:00:00	73716	73776	73366	73521	8880	20316	0
2014.10.21	13:30:00	73516	73751	73346	73391	8300	19107	0
2014.10.21	14:00:00	73396	73461	72981	73031	11195	26232	0
2014.10.21	14:30:00	73026	73116	72691	72816	10100	25388	0
2014.10.21	15:00:00	72796	72801	72491	72671	8407	21470	0
2014.10.21	15:30:00	72671	72931	72636	72821	6800	15968	0
2014.10.21	16:00:00	72811	72871	72426	72596	8461	20768	0
2014.10.21	16:30:00	72596	73056	72401	72811	10667	26052	0
2014.10.21	17:00:00	72796	73236	72701	73166	7338	18883	0
2014.10.21	17:30:00	73176	73326	72881	72981	3408	9334	0
2014.10.21	18:00:00	72941	72941	72941	72941	232	1314	0
2014.10.22	09:00:00	72628	72902	72403	72603	4581	11153	0
2014.10.22	09:30:00	72608	72743	72213	72728	5950	15192	0
2014.10.22	10:00:00	72723	73198	72633	72888	8399	20786	0
2014.10.22	10:30:00	72893	73443	72773	73323	8907	19847	0
2014.10.22	11:00:00	73323	73388	72938	73343	8053	18493	0
2014.10.22	11:30:00	73343	73863	73338	73843	12408	27580	0
2014.10.22	12:00:00	73838	73998	73428	73788	10267	23324	0
2014.10.22	12:30:00	73788	73873	73498	73658	7451	17380	0
2014.10.22	13:00:00	73668	73738	73223	73248	7247	17610	0
2014.10.22	13:30:00	73248	73543	73108	73468	5818	13257	0
2014.10.22	14:00:00	73468	73668	73393	73518	6969	15774	0
2014.10.22	14:30:00	73503	73638	73043	73283	9175	22219	0
2014.10.22	15:00:00	73288	73388	73098	73103	7078	16628	0
2014.10.22	15:30:00	73098	73308	72223	72423	12551	31675	0
2014.10.22	16:00:00	72423	72783	72283	72518	10238	27150	0
2014.10.22	16:30:00	72513	73098	72448	73063	8443	21865	0
2014.10.22	17:00:00	73053	73058	72688	72823	5453	14157	0
2014.10.22	17:30:00	72828	72838	72383	72408	3506	10100	0
2014.10.22	18:00:00	72448	72448	72448	72448	233	1679	0
2014.10.23	09:00:00	71873	72072	71617	71907	4916	11623	0
2014.10.23	09:30:00	71917	72122	71807	71942	5036	12209	0
2014.10.23	10:00:00	71947	72102	71047	71112	12424	32335	0
2014.10.23	10:30:00	71112	71272	70847	71127	10879	25790	0
2014.10.23	11:00:00	71122	71367	70967	71332	7145	16673	0
2014.10.23	11:30:00	71332	71672	71137	71577	11667	27362	0
2014.10.23	12:00:00	71577	71867	71402	71432	11255	27017	0
2014.10.23	12:30:00	71437	71682	71257	71282	7745	18450	0
2014.10.23	13:00:00	71287	71407	71012	71022	8552	20927	0
2014.10.23	13:30:00	71027	71047	70687	70877	9220	21783	0
2014.10.23	14:00:00	70867	71087	70587	70787	8347	19678	0
2014.10.23	14:30:00	70782	70782	70287	70632	10509	25559	0
2014.10.23	15:00:00	70632	70852	70502	70842	6173	14676	0
2014.10.23	15:30:00	70837	70947	70747	70902	6086	14339	0
2014.10.23	16:00:00	70902	71107	70707	70852	10374	25718	0
2014.10.23	16:30:00	70857	71012	69607	70087	21459	52233	0
2014.10.23	17:00:00	70092	70452	69177	70317	17644	42810	0
2014.10.23	17:30:00	70317	70542	70057	70057	4460	11205	0
2014.10.23	18:00:00	70022	70022	70022	70022	249	1698	0
2014.10.24	09:00:00	70547	71763	70208	70563	8454	23046	0
2014.10.24	09:30:00	70558	70868	70078	70678	5786	14380	0
2014.10.24	10:00:00	70683	70793	70133	70733	8081	20272	0
2014.10.24	10:30:00	70733	71103	70693	71063	9520	22675	0
2014.10.24	11:00:00	71068	71268	70848	71198	7277	18017	0
2014.10.24	11:30:00	71203	72198	71098	71923	13576	35364	0
2014.10.24	12:00:00	71923	72923	71878	72868	17201	43130	0
2014.10.24	12:30:00	72878	73143	72523	72803	12702	32832	0
2014.10.24	13:00:00	72808	72978	72623	72933	6847	18186	0
2014.10.24	13:30:00	72928	73543	72818	73483	7272	22470	0
2014.10.24	14:00:00	73478	73688	73083	73103	9218	23546	0
2014.10.24	14:30:00	73108	73138	72618	72973	11448	27333	0
2014.10.24	15:00:00	72978	73078	72323	72643	13550	32190	0
2014.10.24	15:30:00	72653	72928	72513	72883	8144	19842	0
2014.10.24	16:00:00	72878	72903	71733	71758	15922	39099	0
2014.10.24	16:30:00	71753	71943	70943	71623	19900	51356	0
2014.10.24	17:00:00	71618	72163	71553	72088	8165	20968	0
2014.10.24	17:30:00	72088	72303	71533	71763	3708	10557	0
2014.10.24	18:00:00	71398	71398	71398	71398	215	2043	0
2014.10.27	09:00:00	66160	67413	66098	66468	8429	23555	0
2014.10.27	09:30:00	66473	66788	65978	66378	7045	20235	0
2014.10.27	10:00:00	66363	67538	66133	67483	13579	38079	0
2014.10.27	10:30:00	67498	68578	67498	68353	15637	44848	0
2014.10.27	11:00:00	68358	68643	67943	68303	12326	30066	0
2014.10.27	11:30:00	68313	68878	68173	68653	17554	42253	0
2014.10.27	12:00:00	68663	69173	68493	68568	11524	29314	0
2014.10.27	12:30:00	68578	68848	68313	68848	7744	19051	0
2014.10.27	13:00:00	68843	69078	68713	68808	7926	20161	0
2014.10.27	13:30:00	68813	69223	68803	69083	7146	18110	0
2014.10.27	14:00:00	69073	69473	69038	69323	6412	17212	0
2014.10.27	14:30:00	69333	69363	68883	69253	8566	21162	0
2014.10.27	15:00:00	69243	70123	69208	69848	12574	34934	0
2014.10.27	15:30:00	69843	70443	69588	70048	13164	35485	0
2014.10.27	16:00:00	70043	70238	69698	69893	9926	26606	0
2014.10.27	16:30:00	69898	69998	69413	69603	9709	27318	0
2014.10.27	17:00:00	69613	69843	69368	69483	5285	15489	0
2014.10.27	17:30:00	69478	69973	69423	69898	2875	8679	0
2014.10.27	18:00:00	70153	70153	70153	70153	233	2224	0
2014.10.28	09:00:00	70535	71045	70530	70820	5268	13737	0
2014.10.28	09:30:00	70830	71210	70705	71075	4987	12839	0
2014.10.28	10:00:00	71085	71890	70980	71470	11541	29930	0
2014.10.28	10:30:00	71475	71650	70900	71275	11857	27819	0
2014.10.28	11:00:00	71265	71455	70835	71420	11904	27647	0
2014.10.28	11:30:00	71400	71675	71170	71225	14542	35408	0
2014.10.28	12:00:00	71235	71410	70925	71290	9586	24227	0
2014.10.28	12:30:00	71290	71775	71205	71775	7394	17693	0
2014.10.28	13:00:00	71775	72140	71680	71925	9722	23843	0
2014.10.28	13:30:00	71930	71940	71540	71755	7596	18373	0
2014.10.28	14:00:00	71755	71985	71585	71905	6041	14516	0
2014.10.28	14:30:00	71910	72030	71580	71715	6709	16429	0
2014.10.28	15:00:00	71715	71825	71480	71655	7606	18566	0
2014.10.28	15:30:00	71650	72055	71570	72040	8270	19835	0
2014.10.28	16:00:00	72040	72645	72005	72525	11111	28416	0
2014.10.28	16:30:00	72530	72610	72235	72250	10147	26993	0
2014.10.28	17:00:00	72255	72515	72220	72425	5483	15592	0
2014.10.28	17:30:00	72420	72505	71755	71880	3113	9579	0
2014.10.28	18:00:00	71950	71950	71950	71950	208	1434	0
2014.10.29	09:00:00	71259	71659	71141	71649	4767	12115	0
2014.10.29	09:30:00	71654	71799	71514	71739	4286	10022	0
2014.10.29	10:00:00	71759	72479	71654	72004	12133	30113	0
2014.10.29	10:30:00	71999	72049	71459	71804	12229	28680	0
2014.10.29	11:00:00	71814	72154	71619	72114	10826	25841	0
2014.10.29	11:30:00	72114	72294	71714	71889	13075	30201	0
2014.10.29	12:00:00	71899	72209	71839	71954	8624	20067	0
2014.10.29	12:30:00	71959	72124	71889	71954	5193	11523	0
2014.10.29	13:00:00	71959	72279	71904	72229	4663	10939	0
2014.10.29	13:30:00	72239	72314	72049	72099	4585	10561	0
2014.10.29	14:00:00	72094	72179	71899	71914	5156	11712	0
2014.10.29	14:30:00	71914	71974	71759	71834	6216	15154	0
2014.10.29	15:00:00	71834	71834	71454	71579	7837	20440	0
2014.10.29	15:30:00	71584	71694	71284	71534	8823	21505	0
2014.10.29	16:00:00	71519	71634	70924	71519	14567	36594	0
2014.10.29	16:30:00	71534	71539	70804	70849	11881	31006	0
2014.10.29	17:00:00	70859	70869	70224	70444	9132	26429	0
2014.10.29	17:30:00	70449	71129	70449	71064	5503	14706	0
2014.10.29	18:00:00	71129	71129	71129	71129	224	1596	0
2014.10.30	09:00:00	71423	71961	71395	71641	5844	15103	0
2014.10.30	09:30:00	71641	71691	71306	71531	5776	14261	0
2014.10.30	10:00:00	71531	72026	71446	71961	9769	23462	0
2014.10.30	10:30:00	71901	72096	71616	71641	10675	25154	0
2014.10.30	11:00:00	71636	72261	71511	72056	11221	26989	0
2014.10.30	11:30:00	72056	72171	71626	71746	16850	39681	0
2014.10.30	12:00:00	71761	72361	71701	72281	13336	30494	0
2014.10.30	12:30:00	72271	72476	72101	72376	8808	20787	0
2014.10.30	13:00:00	72371	72416	72071	72166	6643	15148	0
2014.10.30	13:30:00	72166	72391	71986	72186	6435	14842	0
2014.10.30	14:00:00	72191	72426	72176	72286	6185	13638	0
2014.10.30	14:30:00	72286	72376	72111	72181	5733	12272	0
2014.10.30	15:00:00	72186	72576	72166	72426	10880	24678	0
2014.10.30	15:30:00	72431	72841	72396	72726	9541	22769	0
2014.10.30	16:00:00	72721	72811	72386	72531	9395	22700	0
2014.10.30	16:30:00	72521	72541	72276	72361	7748	18482	0
2014.10.30	17:00:00	72366	72511	72326	72406	5001	12910	0
2014.10.30	17:30:00	72391	72411	72146	72281	3665	9655	0
2014.10.30	18:00:00	72386	72386	72386	72386	267	1687	0
2014.10.31	09:00:00	73614	73634	73329	73509	3365	9545	0
2014.10.31	09:30:00	73514	73564	73329	73484	4302	10320	0
2014.10.31	10:00:00	73494	73499	72834	73104	11042	28899	0
2014.10.31	10:30:00	73094	73324	72919	73249	8855	21002	0
2014.10.31	11:00:00	73254	73354	72724	73039	12669	29730	0
2014.10.31	11:30:00	73034	73729	72904	73554	15964	36446	0
2014.10.31	12:00:00	73554	73954	73499	73824	11935	27005	0
2014.10.31	12:30:00	73824	74074	73759	73979	8101	19870	0
2014.10.31	13:00:00	73979	74119	73839	73924	6080	13495	0
2014.10.31	13:30:00	73929	73999	73789	73894	4160	9279	0
2014.10.31	14:00:00	73899	73959	73414	73504	9204	21550	0
2014.10.31	14:30:00	73499	73834	73439	73729	7309	16616	0
2014.10.31	15:00:00	73739	74734	73734	74674	15654	37409	0
2014.10.31	15:30:00	74659	75069	74534	74794	11402	28115	0
2014.10.31	16:00:00	74789	75124	74619	74969	10564	23867	0
2014.10.31	16:30:00	74969	75844	74859	75804	13880	34369	0
2014.10.31	17:00:00	75814	75974	75369	75639	13823	35329	0
2014.10.31	17:30:00	75634	75834	75494	75834	2952	8318	0
2014.10.31	18:00:00	75829	75829	75829	75829	239	1703	0
2014.11.03	09:00:00	75233	75520	75035	75315	3835	8822	0
2014.11.03	09:30:00	75310	75355	74880	75255	3788	9125	0
2014.11.03	10:00:00	75250	75310	74605	74630	6919	17290	0
2014.11.03	10:30:00	74635	74780	73695	74325	9358	24261	0
2014.11.03	11:00:00	74315	74635	74105	74525	7547	17691	0
2014.11.03	11:30:00	74525	74705	74115	74425	7258	17958	0
2014.11.03	12:00:00	74430	74690	74265	74655	8142	19555	0
2014.11.03	12:30:00	74650	74835	74135	74430	12121	27054	0
2014.11.03	13:00:00	74440	74635	73975	74060	11649	26020	0
2014.11.03	13:30:00	74060	74310	73940	74225	7878	18617	0
2014.11.03	14:00:00	74235	74300	73645	73900	10887	27774	0
2014.11.03	14:30:00	73905	74090	73805	73835	6678	16393	0
2014.11.03	15:00:00	73830	74130	73740	74030	6908	16029	0
2014.11.03	15:30:00	74030	74035	73720	73800	9099	21514	0
2014.11.03	16:00:00	73805	73845	73500	73745	8822	21390	0
2014.11.03	16:30:00	73745	74295	73735	74250	14287	35052	0
2014.11.03	17:00:00	74235	74765	74235	74540	12791	34752	0
2014.11.03	17:30:00	74540	74915	74500	74765	2552	7531	0
2014.11.03	18:00:00	74680	74680	74680	74680	216	1727	0
2014.11.04	09:00:00	74801	75232	74597	75012	5025	11811	0
2014.11.04	09:30:00	75002	75292	74677	75217	7339	17842	0
2014.11.04	10:00:00	75217	75352	74972	75127	6554	16718	0
2014.11.04	10:30:00	75112	75122	74352	74397	10632	26561	0
2014.11.04	11:00:00	74392	74437	73912	74097	9803	24510	0
2014.11.04	11:30:00	74097	74752	73997	74652	10451	24177	0
2014.11.04	12:00:00	74637	75182	74637	74812	12659	29949	0
2014.11.04	12:30:00	74817	74837	74067	74292	14368	33788	0
2014.11.04	13:00:00	74277	74382	74022	74257	10087	23007	0
2014.11.04	13:30:00	74262	74277	73967	74127	8376	18306	0
2014.11.04	14:00:00	74127	74317	74027	74182	7225	16823	0
2014.11.04	14:30:00	74182	74792	74117	74637	9500	23132	0
2014.11.04	15:00:00	74627	74877	74587	74682	9077	20728	0
2014.11.04	15:30:00	74682	74897	74577	74882	7495	17608	0
2014.11.04	16:00:00	74882	75017	74647	74937	9722	23143	0
2014.11.04	16:30:00	74942	75637	74822	75532	12493	30809	0
2014.11.04	17:00:00	75517	75552	75077	75117	8301	20589	0
2014.11.04	17:30:00	75117	75142	74617	74782	5411	13864	0
2014.11.04	18:00:00	74597	74597	74597	74597	275	1870	0
2014.11.05	09:00:00	74685	74751	73942	74262	4918	11339	0
2014.11.05	09:30:00	74257	74442	74092	74367	4254	9908	0
2014.11.05	10:00:00	74377	74682	74182	74592	6472	16582	0
2014.11.05	10:30:00	74587	75057	74352	74472	9050	22506	0
2014.11.05	11:00:00	74477	74782	74297	74697	7800	18370	0
2014.11.05	11:30:00	74692	75037	74622	74807	5730	13521	0
2014.11.05	12:00:00	74807	74947	74407	74532	7673	17537	0
2014.11.05	12:30:00	74547	74547	74147	74207	10131	23320	0
2014.11.05	13:00:00	74207	74397	74137	74392	7156	16376	0
2014.11.05	13:30:00	74387	74582	74232	74582	7664	18327	0
2014.11.05	14:00:00	74587	74627	74192	74357	8911	20296	0
2014.11.05	14:30:00	74357	74667	74342	74582	7835	18417	0
2014.11.05	15:00:00	74587	74637	74302	74342	6023	13305	0
2014.11.05	15:30:00	74327	74442	74262	74352	5704	12354	0
2014.11.05	16:00:00	74352	74822	74312	74627	9179	21045	0
2014.11.05	16:30:00	74627	74687	74147	74217	11019	27161	0
2014.11.05	17:00:00	74217	74407	74112	74302	7609	19122	0
2014.11.05	17:30:00	74297	74352	74127	74202	2415	6407	0
2014.11.05	18:00:00	74222	74222	74222	74222	274	1225	0
2014.11.06	09:00:00	73861	73923	73517	73577	4884	11396	0
2014.11.06	09:30:00	73577	73842	73567	73707	3757	8277	0
2014.11.06	10:00:00	73732	73832	73027	73037	9340	22685	0
2014.11.06	10:30:00	73047	73182	72727	72922	7774	19441	0
2014.11.06	11:00:00	72917	72982	72557	72757	8446	21077	0
2014.11.06	11:30:00	72747	73242	72747	73147	10133	24012	0
2014.11.06	12:00:00	73152	73197	72957	73137	6495	14729	0
2014.11.06	12:30:00	73132	73327	72857	72957	13594	29750	0
2014.11.06	13:00:00	72962	73137	72782	72962	9459	20975	0
2014.11.06	13:30:00	72957	73057	72782	73012	5946	13114	0
2014.11.06	14:00:00	73007	73027	72722	72762	5751	13221	0
2014.11.06	14:30:00	72772	72907	72627	72682	6197	13920	0
2014.11.06	15:00:00	72687	72962	72592	72872	6908	15137	0
2014.11.06	15:30:00	72872	73142	72697	73042	8401	19224	0
2014.11.06	16:00:00	73052	73267	72987	73147	7900	17953	0
2014.11.06	16:30:00	73147	73232	72722	72787	9345	23355	0
2014.11.06	17:00:00	72787	72842	72452	72562	13988	36629	0
2014.11.06	17:30:00	72562	72712	72532	72557	3624	9935	0
2014.11.06	18:00:00	72612	72612	72612	72612	280	1609	0
2014.11.07	09:00:00	73175	73246	72603	72763	6629	17191	0
2014.11.07	09:30:00	72763	73113	72653	72913	6383	15753	0
2014.11.07	10:00:00	72928	73183	72588	72698	9555	24124	0
2014.11.07	10:30:00	72698	72793	72203	72428	9158	23307	0
2014.11.07	11:00:00	72428	72588	72268	72493	5545	12980	0
2014.11.07	11:30:00	72553	72673	72298	72333	9420	22381	0
2014.11.07	12:00:00	72328	73103	72283	73023	14300	32372	0
2014.11.07	12:30:00	73023	73458	72788	73178	18985	44075	0
2014.11.07	13:00:00	73178	73573	73138	73463	9686	22111	0
2014.11.07	13:30:00	73458	73618	73293	73523	9276	20308	0
2014.11.07	14:00:00	73523	73683	73453	73678	7351	16581	0
2014.11.07	14:30:00	73678	73753	73433	73553	7309	17091	0
2014.11.07	15:00:00	73558	73813	73473	73693	6588	14781	0
2014.11.07	15:30:00	73683	73978	73578	73803	8878	21471	0
2014.11.07	16:00:00	73808	74103	73628	73648	9107	22486	0
2014.11.07	16:30:00	73648	73798	73418	73573	10154	25131	0
2014.11.07	17:00:00	73563	73748	73523	73598	5638	13957	0
2014.11.07	17:30:00	73603	73753	73553	73738	2217	5595	0
2014.11.07	18:00:00	73708	73708	73708	73708	249	1416	0
2014.11.10	09:00:00	73999	74464	73860	74389	3402	8653	0
2014.11.10	09:30:00	74374	74404	74169	74289	3787	8144	0
2014.11.10	10:00:00	74289	74389	74084	74374	5967	14485	0
2014.11.10	10:30:00	74374	74564	74204	74314	7310	17255	0
2014.11.10	11:00:00	74319	74359	74009	74044	5810	13726	0
2014.11.10	11:30:00	74044	74124	73869	74064	5915	14251	0
2014.11.10	12:00:00	74059	74264	73939	74144	5918	13098	0
2014.11.10	12:30:00	74144	74314	73804	74024	15408	33101	0
2014.11.10	13:00:00	74019	74029	73709	73794	9542	22324	0
2014.11.10	13:30:00	73789	73914	73659	73734	6421	14241	0
2014.11.10	14:00:00	73734	73739	73494	73669	6996	16173	0
2014.11.10	14:30:00	73664	73709	73529	73574	5269	11821	0
2014.11.10	15:00:00	73574	73574	73204	73254	9969	24028	0
2014.11.10	15:30:00	73254	73369	73189	73324	6337	15272	0
2014.11.10	16:00:00	73319	73369	73169	73269	6844	15805	0
2014.11.10	16:30:00	73269	73364	73044	73089	6621	16747	0
2014.11.10	17:00:00	73089	73119	72709	72849	8063	20807	0
2014.11.10	17:30:00	72844	72859	72649	72689	3118	8321	0
2014.11.10	18:00:00	72684	72684	72684	72684	328	2688	0
2014.11.11	09:00:00	72547	72547	72204	72329	4738	10894	0
2014.11.11	09:30:00	72324	72484	72194	72249	4448	9286	0
2014.11.11	10:00:00	72249	72729	72189	72644	8980	21459	0
2014.11.11	10:30:00	72644	72844	72294	72389	8329	18923	0
2014.11.11	11:00:00	72389	72684	72374	72534	5628	12400	0
2014.11.11	11:30:00	72539	72664	72304	72404	6644	14461	0
2014.11.11	12:00:00	72409	72539	72334	72494	5210	12045	0
2014.11.11	12:30:00	72499	72634	72019	72099	13024	30180	0
2014.11.11	13:00:00	72094	72314	72039	72189	8088	18806	0
2014.11.11	13:30:00	72184	72259	72064	72229	4372	9738	0
2014.11.11	14:00:00	72229	72234	71919	72004	6474	15784	0
2014.11.11	14:30:00	71999	72049	71824	71969	6819	16132	0
2014.11.11	15:00:00	71974	72509	71964	72349	14367	36763	0
2014.11.11	15:30:00	72359	72454	72239	72399	6770	15865	0
2014.11.11	16:00:00	72404	72499	72279	72379	5612	13128	0
2014.11.11	16:30:00	72374	72564	72264	72519	7845	18590	0
2014.11.11	17:00:00	72519	72559	72359	72539	5124	12832	0
2014.11.11	17:30:00	72544	72579	72494	72554	1758	4301	0
2014.11.11	18:00:00	72684	72684	72684	72684	339	1840	0
2014.11.12	09:00:00	72547	72628	72293	72328	3507	8641	0
2014.11.12	09:30:00	72328	72448	72208	72363	4380	10811	0
2014.11.12	10:00:00	72353	72498	72253	72393	6053	13625	0
2014.11.12	10:30:00	72398	72408	72108	72288	5719	14081	0
2014.11.12	11:00:00	72278	72443	72243	72378	5232	11256	0
2014.11.12	11:30:00	72373	72598	72348	72478	7348	16521	0
2014.11.12	12:00:00	72478	73258	72428	73218	11022	24711	0
2014.11.12	12:30:00	73223	73918	73148	73488	19059	45676	0
2014.11.12	13:00:00	73488	73748	73448	73598	7406	17755	0
2014.11.12	13:30:00	73603	73838	73558	73623	6824	16147	0
2014.11.12	14:00:00	73623	73748	73543	73623	6145	14876	0
2014.11.12	14:30:00	73623	73698	73263	73373	11083	25965	0
2014.11.12	15:00:00	73368	73428	73133	73338	8299	20284	0
2014.11.12	15:30:00	73343	73383	73028	73268	8232	19875	0
2014.11.12	16:00:00	73268	73348	72968	73118	7709	19109	0
2014.11.12	16:30:00	73123	73273	73068	73253	7476	18530	0
2014.11.12	17:00:00	73253	73303	73028	73153	6074	14995	0
2014.11.12	17:30:00	73153	73243	73068	73073	2370	5941	0
2014.11.12	18:00:00	72978	72978	72978	72978	285	1716	0
2014.11.13	09:00:00	73321	73610	73150	73495	4836	11073	0
2014.11.13	09:30:00	73495	73510	73355	73425	2672	5523	0
2014.11.13	10:00:00	73425	73660	73395	73565	6785	14991	0
2014.11.13	10:30:00	73570	73585	73100	73235	9971	23544	0
2014.11.13	11:00:00	73235	73710	73230	73615	9617	22434	0
2014.11.13	11:30:00	73640	73730	73375	73500	9071	19283	0
2014.11.13	12:00:00	73500	73560	73315	73425	6889	14969	0
2014.11.13	12:30:00	73420	73515	73095	73190	12029	25748	0
2014.11.13	13:00:00	73195	73245	72945	73165	10402	23355	0
2014.11.13	13:30:00	73170	73230	72950	73025	6220	13591	0
2014.11.13	14:00:00	73025	73070	72580	72690	10517	24659	0
2014.11.13	14:30:00	72695	72695	72355	72375	10383	24024	0
2014.11.13	15:00:00	72380	72635	72005	72570	14951	32919	0
2014.11.13	15:30:00	72570	72870	72475	72530	10790	24172	0
2014.11.13	16:00:00	72530	72610	72425	72510	6277	13834	0
2014.11.13	16:30:00	72515	72520	71770	71815	12899	31583	0
2014.11.13	17:00:00	71810	71835	71510	71590	10896	25332	0
2014.11.13	17:30:00	71590	71780	71575	71735	2883	7677	0
2014.11.13	18:00:00	71660	71660	71660	71660	221	1631	0
2014.11.14	09:00:00	71168	71309	70569	70734	6926	16265	0
2014.11.14	09:30:00	70734	70874	70304	70454	7998	17668	0
2014.11.14	10:00:00	70459	70524	70084	70334	7715	18447	0
2014.11.14	10:30:00	70324	70384	69779	70039	10672	25366	0
2014.11.14	11:00:00	70049	70429	70019	70349	8221	19461	0
2014.11.14	11:30:00	70349	70609	70089	70564	11629	27521	0
2014.11.14	12:00:00	70564	70744	70484	70524	7972	18496	0
2014.11.14	12:30:00	70529	71079	70524	70849	13862	30722	0
2014.11.14	13:00:00	70864	71014	70654	70719	8943	19975	0
2014.11.14	13:30:00	70719	70799	70589	70664	6375	14410	0
2014.11.14	14:00:00	70664	70854	70529	70784	6061	13586	0
2014.11.14	14:30:00	70784	71229	70639	71199	9833	22784	0
2014.11.14	15:00:00	71209	71324	71029	71159	9312	20492	0
2014.11.14	15:30:00	71154	71539	71004	71444	10718	24430	0
2014.11.14	16:00:00	71449	71654	71219	71469	11334	25834	0
2014.11.14	16:30:00	71464	71484	71174	71279	8987	20100	0
2014.11.14	17:00:00	71279	71484	71219	71409	6524	14818	0
2014.11.14	17:30:00	71409	71489	71359	71489	2351	5517	0
2014.11.14	18:00:00	71584	71584	71584	71584	298	1869	0
2014.11.17	09:00:00	71122	71822	71027	71727	6363	14232	0
2014.11.17	09:30:00	71727	71772	71312	71467	5712	12002	0
2014.11.17	10:00:00	71467	71592	71007	71532	8807	19716	0
2014.11.17	10:30:00	71537	71672	71257	71307	7546	17255	0
2014.11.17	11:00:00	71307	71787	71232	71627	10343	21786	0
2014.11.17	11:30:00	71607	72077	71597	72017	11802	26054	0
2014.11.17	12:00:00	72017	72057	71572	71687	8173	17590	0
2014.11.17	12:30:00	71687	71687	71227	71352	13334	27513	0
2014.11.17	13:00:00	71352	71462	71077	71287	9309	20221	0
2014.11.17	13:30:00	71287	71297	70927	71052	8709	18441	0
2014.11.17	14:00:00	71047	71077	70617	70717	8694	19414	0
2014.11.17	14:30:00	70717	70792	70667	70727	5530	11906	0
2014.11.17	15:00:00	70722	70802	70557	70582	6191	13648	0
2014.11.17	15:30:00	70587	70677	70327	70622	11279	25542	0
2014.11.17	16:00:00	70617	70687	70402	70512	7846	17550	0
2014.11.17	16:30:00	70512	70852	70467	70772	9919	22694	0
2014.11.17	17:00:00	70767	70787	70522	70712	7194	16050	0
2014.11.17	17:30:00	70712	70897	70592	70792	3523	8358	0
2014.11.17	18:00:00	70712	70712	70712	70712	223	1484	0
2014.11.18	09:00:00	70836	71174	70814	71044	3918	8730	0
2014.11.18	09:30:00	71044	71139	70974	71079	2908	6091	0
2014.11.18	10:00:00	71084	71329	70919	71054	7333	16268	0
2014.11.18	10:30:00	71049	71124	70754	70754	8019	17993	0
2014.11.18	11:00:00	70764	71049	70484	70954	10296	22367	0
2014.11.18	11:30:00	70954	71204	70864	71154	10425	24133	0
2014.11.18	12:00:00	71159	71254	70894	70934	7779	18056	0
2014.11.18	12:30:00	70934	71084	70574	70679	13745	29813	0
2014.11.18	13:00:00	70694	71059	70624	70964	7720	17122	0
2014.11.18	13:30:00	70974	71069	70829	70984	5543	12394	0
2014.11.18	14:00:00	70984	71154	70969	71034	5378	13044	0
2014.11.18	14:30:00	71039	71464	70884	71294	12001	28703	0
2014.11.18	15:00:00	71289	71809	71279	71654	12141	27915	0
2014.11.18	15:30:00	71654	71894	71529	71874	12063	28291	0
2014.11.18	16:00:00	71869	72014	71709	71794	10529	24637	0
2014.11.18	16:30:00	71789	71884	71559	71839	8633	20274	0
2014.11.18	17:00:00	71839	72209	71744	72189	8040	18700	0
2014.11.18	17:30:00	72184	72229	71969	72084	3316	8533	0
2014.11.18	18:00:00	72069	72069	72069	72069	207	1405	0
2014.11.19	09:00:00	71873	72073	71728	71908	4872	11391	0
2014.11.19	09:30:00	71913	72063	71738	71958	5791	12357	0
2014.11.19	10:00:00	71958	72808	71893	72748	10936	25144	0
2014.11.19	10:30:00	72738	72918	72573	72828	7869	18081	0
2014.11.19	11:00:00	72828	73063	72818	72828	6918	15707	0
